uniprot_protein_id	go_term	qualifier
B1X7I0	GO:0046872	enables
B1X7I0	GO:0006629	involved_in
B1X7I0	GO:0008654	involved_in
B1X7I0	GO:0005737	located_in
B1X7I0	GO:0005886	located_in
B1X7I7	GO:0008270	enables
B1X7I7	GO:0009025	enables
B1X7I7	GO:0016829	enables
B1X7I7	GO:0016832	enables
B1X7I7	GO:0046872	enables
B1X7I7	GO:0005975	involved_in
B1X7I7	GO:0019402	involved_in
B1X7I7	GO:0019404	involved_in
B1X7I7	GO:2001059	involved_in
B1X7I7	GO:0005829	located_in
B1X7J5	GO:0000166	enables
B1X7J5	GO:0000287	enables
B1X7J5	GO:0004417	enables
B1X7J5	GO:0005524	enables
B1X7J5	GO:0016301	enables
B1X7J5	GO:0016740	enables
B1X7J5	GO:0046872	enables
B1X7J5	GO:0009228	involved_in
B1X7J5	GO:0009229	involved_in
B1X7J5	GO:0036172	involved_in
B1X7K4	GO:0000049	enables
B1X7K4	GO:0000166	enables
B1X7K4	GO:0003723	enables
B1X7K4	GO:0004812	enables
B1X7K4	GO:0004825	enables
B1X7K4	GO:0005524	enables
B1X7K4	GO:0016874	enables
B1X7K4	GO:0046872	enables
B1X7K4	GO:0006412	involved_in
B1X7K4	GO:0006418	involved_in
B1X7K4	GO:0006431	involved_in
B1X7K4	GO:0005737	located_in
B1X7K4	GO:0005829	located_in
B1X7L6	GO:0005886	located_in
B1X7L6	GO:0016020	located_in
B1X7N0	GO:0005886	located_in
B1X7N0	GO:0016020	located_in
B1X7N2	GO:0003824	enables
B1X7N2	GO:0004126	enables
B1X7N2	GO:0008270	enables
B1X7N2	GO:0016787	enables
B1X7N2	GO:0042803	enables
B1X7N2	GO:0046872	enables
B1X7N2	GO:0005829	located_in
B1X7P1	GO:0000166	enables
B1X7P1	GO:0003934	enables
B1X7P1	GO:0005525	enables
B1X7P1	GO:0008270	enables
B1X7P1	GO:0016787	enables
B1X7P1	GO:0046872	enables
B1X7P1	GO:0006729	involved_in
B1X7P1	GO:0006730	involved_in
B1X7P1	GO:0046654	involved_in
B1X7P1	GO:0005737	located_in
B1X7P2	GO:0016787	enables
B1X7P2	GO:0018738	enables
B1X7P2	GO:0052689	enables
B1X7P2	GO:0046292	involved_in
B1X7P2	GO:0046294	involved_in
B1X7P2	GO:0005829	located_in
B1X7S8	GO:0097163	enables
B1X7S8	GO:0002143	involved_in
B1X7S8	GO:0006400	involved_in
B1X7S8	GO:0008033	involved_in
B1X7S8	GO:0005737	located_in
B1X7T9	GO:0003677	enables
B1X7T9	GO:0003700	enables
B1X7T9	GO:0016151	enables
B1X7T9	GO:0043565	enables
B1X7T9	GO:0046872	enables
B1X7T9	GO:0006355	involved_in
B1X7T9	GO:0010045	involved_in
B1X7U9	GO:0005886	located_in
B1X7U9	GO:0016020	located_in
B1X7V2	GO:0008168	enables
B1X7V2	GO:0008990	enables
B1X7V2	GO:0016740	enables
B1X7V2	GO:0006364	involved_in
B1X7V2	GO:0031167	involved_in
B1X7V2	GO:0032259	involved_in
B1X7V2	GO:0005737	located_in
B1X7X4	GO:0004555	enables
B1X7X4	GO:0016787	enables
B1X7X4	GO:0016798	enables
B1X7X4	GO:0005975	involved_in
B1X7X4	GO:0005991	involved_in
B1X7X4	GO:0005993	involved_in
B1X7X4	GO:0071474	involved_in
B1X7X4	GO:0005737	located_in
B1X7X6	GO:0003824	enables
B1X7X6	GO:0016740	enables
B1X7X6	GO:0035596	enables
B1X7X6	GO:0035599	enables
B1X7X6	GO:0046872	enables
B1X7X6	GO:0051536	enables
B1X7X6	GO:0051539	enables
B1X7X6	GO:0103039	enables
B1X7X6	GO:0006400	involved_in
B1X7X6	GO:0005737	located_in
B1X7X6	GO:0005829	located_in
B1X7Y8	GO:0008324	enables
B1X7Y8	GO:0022857	enables
B1X7Y8	GO:0006813	involved_in
B1X7Y8	GO:0055085	involved_in
B1X7Y8	GO:0098655	involved_in
B1X7Y8	GO:0005886	located_in
B1X7Y8	GO:0016020	located_in
B1X7Z3	GO:0000166	enables
B1X7Z3	GO:0003824	enables
B1X7Z3	GO:0005524	enables
B1X7Z3	GO:0016874	enables
B1X7Z3	GO:0016879	enables
B1X7Z3	GO:0018169	enables
B1X7Z3	GO:0046872	enables
B1X7Z3	GO:0006412	involved_in
B1X7Z3	GO:0009432	involved_in
B1X7Z3	GO:0005737	located_in
B1X800	GO:0005506	enables
B1X800	GO:0008168	enables
B1X800	GO:0008173	enables
B1X800	GO:0008757	enables
B1X800	GO:0016436	enables
B1X800	GO:0016740	enables
B1X800	GO:0046872	enables
B1X800	GO:0051536	enables
B1X800	GO:0051539	enables
B1X800	GO:0070041	enables
B1X800	GO:0006364	involved_in
B1X800	GO:0006396	involved_in
B1X800	GO:0009451	involved_in
B1X800	GO:0016070	involved_in
B1X800	GO:0031167	involved_in
B1X800	GO:0032259	involved_in
B1X800	GO:0070475	involved_in
B1X814	GO:0003824	enables
B1X814	GO:0004601	enables
B1X814	GO:0016491	enables
B1X814	GO:0016661	enables
B1X814	GO:0046872	enables
B1X814	GO:0050418	enables
B1X814	GO:0051536	enables
B1X814	GO:0051537	enables
B1X814	GO:0042542	involved_in
B1X814	GO:0098869	involved_in
B1X814	GO:0005737	located_in
B1X822	GO:0006508	involved_in
B1X822	GO:0030163	involved_in
B1X825	GO:0008914	enables
B1X825	GO:0016740	enables
B1X825	GO:0016746	enables
B1X825	GO:0030163	involved_in
B1X825	GO:0005737	located_in
B1X831	GO:0015031	involved_in
B1X831	GO:0042953	involved_in
B1X831	GO:0044874	involved_in
B1X831	GO:0030288	located_in
B1X831	GO:0042597	located_in
B1X833	GO:0000166	enables
B1X833	GO:0004812	enables
B1X833	GO:0004828	enables
B1X833	GO:0005524	enables
B1X833	GO:0016874	enables
B1X833	GO:0006412	involved_in
B1X833	GO:0006418	involved_in
B1X833	GO:0006434	involved_in
B1X833	GO:0016260	involved_in
B1X833	GO:0005737	located_in
B1X838	GO:0022857	enables
B1X838	GO:0055085	involved_in
B1X838	GO:0005886	located_in
B1X838	GO:0016020	located_in
B1X847	GO:0004648	enables
B1X847	GO:0008483	enables
B1X847	GO:0016740	enables
B1X847	GO:0030170	enables
B1X847	GO:0006563	involved_in
B1X847	GO:0006564	involved_in
B1X847	GO:0008615	involved_in
B1X847	GO:0008652	involved_in
B1X847	GO:0005737	located_in
B1X848	GO:0003824	enables
B1X848	GO:0003866	enables
B1X848	GO:0016740	enables
B1X848	GO:0016765	enables
B1X848	GO:0008652	involved_in
B1X848	GO:0009073	involved_in
B1X848	GO:0009423	involved_in
B1X848	GO:0019752	involved_in
B1X848	GO:0005737	located_in
B1X850	GO:0000166	enables
B1X850	GO:0005524	enables
B1X850	GO:0016301	enables
B1X850	GO:0016740	enables
B1X850	GO:0036430	enables
B1X850	GO:0036431	enables
B1X850	GO:0006139	involved_in
B1X850	GO:0006220	involved_in
B1X850	GO:0015949	involved_in
B1X850	GO:0046940	involved_in
B1X850	GO:0005737	located_in
B1X850	GO:0005829	located_in
B1X852	GO:0003677	enables
B1X852	GO:0030527	enables
B1X852	GO:0006310	involved_in
B1X852	GO:0006355	involved_in
B1X852	GO:0006417	involved_in
B1X852	GO:0005694	located_in
B1X852	GO:0005829	located_in
B1X855	GO:0000166	enables
B1X855	GO:0005524	enables
B1X855	GO:0009029	enables
B1X855	GO:0016301	enables
B1X855	GO:0016740	enables
B1X855	GO:0006629	involved_in
B1X855	GO:0009244	involved_in
B1X855	GO:0009245	involved_in
B1X855	GO:0005886	located_in
B1X857	GO:0003677	enables
B1X857	GO:0003906	enables
B1X857	GO:0004518	enables
B1X857	GO:0004519	enables
B1X857	GO:0008081	enables
B1X857	GO:0008270	enables
B1X857	GO:0008833	enables
B1X857	GO:0016787	enables
B1X857	GO:0046872	enables
B1X857	GO:0006281	involved_in
B1X857	GO:0006284	involved_in
B1X857	GO:0006974	involved_in
B1X860	GO:0005509	enables
B1X860	GO:0008477	enables
B1X860	GO:0016787	enables
B1X860	GO:0016798	enables
B1X860	GO:0016799	enables
B1X860	GO:0045437	enables
B1X860	GO:0046872	enables
B1X860	GO:0050263	enables
B1X860	GO:0006152	involved_in
B1X860	GO:0006206	involved_in
B1X860	GO:0046133	involved_in
B1X860	GO:0005829	located_in
B1X869	GO:0003746	enables
B1X869	GO:0006414	involved_in
B1X869	GO:0043043	involved_in
B1X869	GO:0005737	located_in
B1X869	GO:0005829	located_in
B1X883	GO:0003723	enables
B1X883	GO:0003735	enables
B1X883	GO:0008097	enables
B1X883	GO:0019843	enables
B1X883	GO:0006412	involved_in
B1X883	GO:0005840	located_in
B1X883	GO:0022625	part_of
B1X883	GO:1990904	part_of
B1X884	GO:0003690	enables
B1X884	GO:0003727	enables
B1X884	GO:0005737	located_in
B1X884	GO:0009295	located_in
B1X884	GO:0043590	located_in
B1X893	GO:0020037	enables
B1X893	GO:0046872	enables
B1X893	GO:0017004	involved_in
B1X893	GO:0005886	located_in
B1X893	GO:0016020	located_in
B1X8A2	GO:0005506	enables
B1X8A2	GO:0008940	enables
B1X8A2	GO:0009055	enables
B1X8A2	GO:0016491	enables
B1X8A2	GO:0030151	enables
B1X8A2	GO:0043546	enables
B1X8A2	GO:0046872	enables
B1X8A2	GO:0050140	enables
B1X8A2	GO:0051536	enables
B1X8A2	GO:0051539	enables
B1X8A2	GO:0006777	involved_in
B1X8A2	GO:0042128	involved_in
B1X8A2	GO:0045333	involved_in
B1X8A2	GO:0016020	located_in
B1X8A2	GO:0042597	located_in
B1X8A2	GO:0009325	part_of
B1X8A2	GO:1990204	part_of
B1X8A5	GO:0004867	enables
B1X8A5	GO:0030414	enables
B1X8A5	GO:0042597	located_in
B1X8A6	GO:0008924	enables
B1X8A6	GO:0016491	enables
B1X8A6	GO:0016614	enables
B1X8A6	GO:0047545	enables
B1X8A6	GO:0006099	involved_in
B1X8C6	GO:0008168	enables
B1X8C6	GO:0010420	enables
B1X8C6	GO:0016740	enables
B1X8C6	GO:0061542	enables
B1X8C6	GO:0102208	enables
B1X8C6	GO:0006744	involved_in
B1X8C6	GO:0032259	involved_in
B1X8D6	GO:0004368	enables
B1X8D6	GO:0016491	enables
B1X8D6	GO:0009061	involved_in
B1X8D6	GO:0019563	involved_in
B1X8D6	GO:0046168	involved_in
B1X8D6	GO:0009331	part_of
B1X8G8	GO:0008465	enables
B1X8G8	GO:0016491	enables
B1X8G8	GO:0016616	enables
B1X8G8	GO:0016618	enables
B1X8G8	GO:0030267	enables
B1X8G8	GO:0051287	enables
B1X8G8	GO:0120509	enables
B1X8G8	GO:0005737	located_in
B1X8G8	GO:0005829	located_in
B1X8G8	GO:0005886	located_in
B1X8H5	GO:0000166	enables
B1X8H5	GO:0004812	enables
B1X8H5	GO:0004814	enables
B1X8H5	GO:0004820	enables
B1X8H5	GO:0005524	enables
B1X8H5	GO:0016874	enables
B1X8H5	GO:0006412	involved_in
B1X8H5	GO:0006420	involved_in
B1X8H5	GO:0006426	involved_in
B1X8H5	GO:0005737	located_in
B1X8H5	GO:0005829	located_in
B1X8I1	GO:0000287	enables
B1X8I1	GO:0009045	enables
B1X8I1	GO:0016853	enables
B1X8I1	GO:0046872	enables
B1X8I1	GO:0005975	involved_in
B1X8I1	GO:0042732	involved_in
B1X8I1	GO:0005737	located_in
B1X8J1	GO:0003824	enables
B1X8J1	GO:0016491	enables
B1X8J1	GO:0016616	enables
B1X8J1	GO:0047559	enables
B1X8J1	GO:0070403	enables
B1X8J1	GO:0005737	located_in
B1X8L4	GO:0003824	enables
B1X8L4	GO:0008926	enables
B1X8L4	GO:0016491	enables
B1X8L4	GO:0016616	enables
B1X8L4	GO:0019592	involved_in
B1X8L4	GO:0019594	involved_in
B1X8L4	GO:0005829	located_in
B1X8M0	GO:0004457	enables
B1X8M0	GO:0004459	enables
B1X8M0	GO:0010181	enables
B1X8M0	GO:0016491	enables
B1X8M0	GO:0016614	enables
B1X8M0	GO:0006089	involved_in
B1X8M0	GO:0009060	involved_in
B1X8M0	GO:0005886	located_in
B1X8M0	GO:0016020	located_in
B1X8M1	GO:0005829	located_in
B1X8M2	GO:0008690	enables
B1X8M2	GO:0016740	enables
B1X8M2	GO:0016779	enables
B1X8M2	GO:0009103	involved_in
B1X8M2	GO:0033468	involved_in
B1X8M2	GO:0044281	involved_in
B1X8M2	GO:1901137	involved_in
B1X8M2	GO:0005737	located_in
B1X8M2	GO:0005829	located_in
B1X8M6	GO:0005509	enables
B1X8M6	GO:0006260	involved_in
B1X8M6	GO:0007059	involved_in
B1X8M6	GO:0030261	involved_in
B1X8M6	GO:0051301	involved_in
B1X8M6	GO:0005737	located_in
B1X8M6	GO:0009295	located_in
B1X8M8	GO:0000166	enables
B1X8M8	GO:0003677	enables
B1X8M8	GO:0005524	enables
B1X8M8	GO:0006260	involved_in
B1X8M8	GO:0007059	involved_in
B1X8M8	GO:0030261	involved_in
B1X8M8	GO:0051301	involved_in
B1X8M8	GO:0005737	located_in
B1X8M8	GO:0009295	located_in
B1X8N5	GO:0004516	enables
B1X8N5	GO:0016874	enables
B1X8N5	GO:0009435	involved_in
B1X8N5	GO:0019363	involved_in
B1X8N5	GO:0034355	involved_in
B1X8N5	GO:0005829	located_in
B1X8N9	GO:0004497	enables
B1X8N9	GO:0008726	enables
B1X8N9	GO:0016491	enables
B1X8N9	GO:0016705	enables
B1X8N9	GO:0046306	involved_in
B1X8P9	GO:0004152	enables
B1X8P9	GO:0016491	enables
B1X8P9	GO:0016627	enables
B1X8P9	GO:0106430	enables
B1X8P9	GO:0006207	involved_in
B1X8P9	GO:0006221	involved_in
B1X8P9	GO:0006222	involved_in
B1X8P9	GO:0009220	involved_in
B1X8P9	GO:0044205	involved_in
B1X8P9	GO:0005737	located_in
B1X8P9	GO:0005886	located_in
B1X8P9	GO:0016020	located_in
B1X8Q2	GO:0003676	enables
B1X8Q2	GO:0003723	enables
B1X8Q2	GO:0008168	enables
B1X8Q2	GO:0008990	enables
B1X8Q2	GO:0016740	enables
B1X8Q2	GO:0052915	enables
B1X8Q2	GO:0070043	enables
B1X8Q2	GO:0006364	involved_in
B1X8Q2	GO:0006396	involved_in
B1X8Q2	GO:0031167	involved_in
B1X8Q2	GO:0032259	involved_in
B1X8Q2	GO:0070476	involved_in
B1X8Q2	GO:0005737	located_in
B1X8Q8	GO:0016829	enables
B1X8Q8	GO:0016853	enables
B1X8Q8	GO:0019171	enables
B1X8Q8	GO:0034017	enables
B1X8Q8	GO:0006629	involved_in
B1X8Q8	GO:0006631	involved_in
B1X8Q8	GO:0006633	involved_in
B1X8Q8	GO:0006636	involved_in
B1X8Q8	GO:0005737	located_in
B1X8R0	GO:0003677	enables
B1X8R0	GO:0043565	enables
B1X8R0	GO:0006355	involved_in
B1X8R0	GO:0051301	involved_in
B1X8R0	GO:0005737	located_in
B1X8R2	GO:0000917	involved_in
B1X8R2	GO:0006281	involved_in
B1X8R2	GO:0006974	involved_in
B1X8R2	GO:0009432	involved_in
B1X8R2	GO:0051301	involved_in
B1X8R2	GO:0051782	involved_in
B1X8R7	GO:0008929	enables
B1X8R7	GO:0016829	enables
B1X8R7	GO:0019242	involved_in
B1X8R7	GO:0005829	located_in
B1X8S0	GO:0003677	enables
B1X8S0	GO:0009408	involved_in
B1X8S0	GO:0005737	located_in
B1X8S1	GO:0003723	enables
B1X8S1	GO:0008168	enables
B1X8S1	GO:0008649	enables
B1X8S1	GO:0016434	enables
B1X8S1	GO:0016740	enables
B1X8S1	GO:0006364	involved_in
B1X8S1	GO:0031167	involved_in
B1X8S1	GO:0032259	involved_in
B1X8S1	GO:0005737	located_in
B1X8V3	GO:0006457	involved_in
B1X8V3	GO:0051259	involved_in
B1X8V3	GO:0005737	located_in
B1X8V5	GO:0003677	enables
B1X8V5	GO:0003681	enables
B1X8V5	GO:0051082	enables
B1X8V5	GO:0006457	involved_in
B1X8V5	GO:0042026	involved_in
B1X8V5	GO:0005737	located_in
B1X8V5	GO:0009295	located_in
B1X8V8	GO:0000287	enables
B1X8V8	GO:0003824	enables
B1X8V8	GO:0016829	enables
B1X8V8	GO:0016832	enables
B1X8V8	GO:0046872	enables
B1X8V8	GO:0106099	enables
B1X8V8	GO:0005737	located_in
B1X8W0	GO:0000287	enables
B1X8W0	GO:0016829	enables
B1X8W0	GO:0016836	enables
B1X8W0	GO:0046872	enables
B1X8W0	GO:0050032	enables
B1X8W0	GO:0009063	involved_in
B1X8W0	GO:0016052	involved_in
B1X8W4	GO:0000287	enables
B1X8W4	GO:0004170	enables
B1X8W4	GO:0016787	enables
B1X8W4	GO:0016818	enables
B1X8W4	GO:0036218	enables
B1X8W4	GO:0047429	enables
B1X8W4	GO:0047840	enables
B1X8W5	GO:0016787	enables
B1X8W5	GO:0016791	enables
B1X8W5	GO:0008653	involved_in
B1X8W5	GO:0042597	located_in
B1X8W6	GO:0008483	enables
B1X8W6	GO:0016740	enables
B1X8W6	GO:0030170	enables
B1X8W6	GO:0099620	enables
B1X8W6	GO:0000271	involved_in
B1X8W6	GO:0006629	involved_in
B1X8W6	GO:0009103	involved_in
B1X8W6	GO:0009245	involved_in
B1X8W6	GO:0046493	involved_in
B1X8W6	GO:0046677	involved_in
B1X8W6	GO:0016020	located_in
B1X8W7	GO:0016740	enables
B1X8W7	GO:0016757	enables
B1X8W7	GO:0016780	enables
B1X8W7	GO:0099621	enables
B1X8W7	GO:0006629	involved_in
B1X8W7	GO:0009103	involved_in
B1X8W7	GO:0009245	involved_in
B1X8W7	GO:0036108	involved_in
B1X8W7	GO:0046677	involved_in
B1X8W7	GO:0005886	located_in
B1X8W7	GO:0016020	located_in
B1X8W8	GO:0003824	enables
B1X8W8	GO:0016491	enables
B1X8W8	GO:0016616	enables
B1X8W8	GO:0016740	enables
B1X8W8	GO:0016742	enables
B1X8W8	GO:0016831	enables
B1X8W8	GO:0099618	enables
B1X8W8	GO:0099619	enables
B1X8W8	GO:0006629	involved_in
B1X8W8	GO:0009103	involved_in
B1X8W8	GO:0009245	involved_in
B1X8W8	GO:0046493	involved_in
B1X8W8	GO:0046677	involved_in
B1X8W8	GO:0016020	located_in
B1X8W9	GO:0016787	enables
B1X8W9	GO:0016810	enables
B1X8W9	GO:0016811	enables
B1X8W9	GO:0005975	involved_in
B1X8W9	GO:0006629	involved_in
B1X8W9	GO:0009103	involved_in
B1X8W9	GO:0009245	involved_in
B1X8W9	GO:0036108	involved_in
B1X8W9	GO:0046677	involved_in
B1X8W9	GO:0016020	located_in
B1X8X0	GO:0000030	enables
B1X8X0	GO:0016740	enables
B1X8X0	GO:0016757	enables
B1X8X0	GO:0016763	enables
B1X8X0	GO:0103015	enables
B1X8X0	GO:0006493	involved_in
B1X8X0	GO:0006629	involved_in
B1X8X0	GO:0009103	involved_in
B1X8X0	GO:0009245	involved_in
B1X8X0	GO:0010041	involved_in
B1X8X0	GO:0005886	located_in
B1X8X0	GO:0016020	located_in
B1X8X1	GO:0022857	enables
B1X8X1	GO:1901505	enables
B1X8X1	GO:0006629	involved_in
B1X8X1	GO:0009103	involved_in
B1X8X1	GO:0009245	involved_in
B1X8X1	GO:0055085	involved_in
B1X8X1	GO:1901264	involved_in
B1X8X1	GO:0005886	located_in
B1X8X1	GO:0016020	located_in
B1X8X2	GO:0022857	enables
B1X8X2	GO:1901505	enables
B1X8X2	GO:0006629	involved_in
B1X8X2	GO:0009103	involved_in
B1X8X2	GO:0009245	involved_in
B1X8X2	GO:0055085	involved_in
B1X8X2	GO:1901264	involved_in
B1X8X2	GO:0005886	located_in
B1X8X2	GO:0016020	located_in
B1X8X5	GO:0000287	enables
B1X8X5	GO:0003824	enables
B1X8X5	GO:0016829	enables
B1X8X5	GO:0016836	enables
B1X8X5	GO:0043748	enables
B1X8X5	GO:0046872	enables
B1X8X5	GO:0009234	involved_in
B1X8X7	GO:0016829	enables
B1X8X7	GO:0070205	enables
B1X8X7	GO:0009234	involved_in
B1X8X8	GO:0000287	enables
B1X8X8	GO:0003824	enables
B1X8X8	GO:0016740	enables
B1X8X8	GO:0030145	enables
B1X8X8	GO:0030976	enables
B1X8X8	GO:0046872	enables
B1X8X8	GO:0070204	enables
B1X8X8	GO:0009234	involved_in
B1X8X8	GO:0044281	involved_in
B1X8Z1	GO:0016651	enables
B1X8Z1	GO:0048038	enables
B1X8Z1	GO:0050136	enables
B1X8Z1	GO:0042773	involved_in
B1X8Z1	GO:0005886	located_in
B1X8Z1	GO:0016020	located_in
B1X8Z1	GO:0030964	part_of
B1X8Z4	GO:0003954	enables
B1X8Z4	GO:0016655	enables
B1X8Z4	GO:0048038	enables
B1X8Z4	GO:0009060	involved_in
B1X8Z4	GO:0005886	located_in
B1X8Z4	GO:0016020	located_in
B1X8Z8	GO:0003824	enables
B1X8Z8	GO:0008137	enables
B1X8Z8	GO:0016651	enables
B1X8Z8	GO:0016655	enables
B1X8Z8	GO:0048038	enables
B1X8Z8	GO:0050136	enables
B1X8Z8	GO:0051287	enables
B1X8Z8	GO:0022904	involved_in
B1X8Z8	GO:1902600	involved_in
B1X8Z8	GO:0005886	located_in
B1X8Z8	GO:0016020	located_in
B1X8Z8	GO:0030964	part_of
B1X8Z9	GO:0005506	enables
B1X8Z9	GO:0008137	enables
B1X8Z9	GO:0046872	enables
B1X8Z9	GO:0048038	enables
B1X8Z9	GO:0050136	enables
B1X8Z9	GO:0051536	enables
B1X8Z9	GO:0051539	enables
B1X8Z9	GO:0009060	involved_in
B1X8Z9	GO:0015990	involved_in
B1X8Z9	GO:0005886	located_in
B1X8Z9	GO:0016020	located_in
B1X8Z9	GO:0045271	part_of
B1X900	GO:0008137	enables
B1X900	GO:0016651	enables
B1X900	GO:0048038	enables
B1X900	GO:0050136	enables
B1X900	GO:1902600	involved_in
B1X900	GO:0005886	located_in
B1X900	GO:0016020	located_in
B1X900	GO:0030964	part_of
B1X903	GO:0000166	enables
B1X903	GO:0002953	enables
B1X903	GO:0016787	enables
B1X903	GO:0016791	enables
B1X903	GO:0046872	enables
B1X903	GO:0005737	located_in
B1X906	GO:0005886	located_in
B1X906	GO:0016020	located_in
B1X927	GO:0000166	enables
B1X927	GO:0003989	enables
B1X927	GO:0005524	enables
B1X927	GO:0008270	enables
B1X927	GO:0016740	enables
B1X927	GO:0016743	enables
B1X927	GO:0046872	enables
B1X927	GO:0006629	involved_in
B1X927	GO:0006631	involved_in
B1X927	GO:0006633	involved_in
B1X927	GO:2001295	involved_in
B1X927	GO:0005737	located_in
B1X927	GO:0009317	part_of
B1X927	GO:0009329	part_of
B1X929	GO:0003723	enables
B1X929	GO:0009982	enables
B1X929	GO:0016853	enables
B1X929	GO:0140098	enables
B1X929	GO:0160147	enables
B1X929	GO:0001522	involved_in
B1X929	GO:0006396	involved_in
B1X929	GO:0008033	involved_in
B1X929	GO:0009451	involved_in
B1X929	GO:0031119	involved_in
B1X931	GO:0016491	enables
B1X931	GO:0016616	enables
B1X931	GO:0033711	enables
B1X931	GO:0046983	enables
B1X931	GO:0051287	enables
B1X931	GO:0008615	involved_in
B1X931	GO:0036001	involved_in
B1X931	GO:0005737	located_in
B1X931	GO:0005829	located_in
B1X935	GO:0003824	enables
B1X935	GO:0004808	enables
B1X935	GO:0008168	enables
B1X935	GO:0008757	enables
B1X935	GO:0016491	enables
B1X935	GO:0016645	enables
B1X935	GO:0016740	enables
B1X935	GO:0050660	enables
B1X935	GO:0002097	involved_in
B1X935	GO:0002098	involved_in
B1X935	GO:0008033	involved_in
B1X935	GO:0032259	involved_in
B1X935	GO:0005737	located_in
B1X939	GO:0004222	enables
B1X939	GO:0004252	enables
B1X939	GO:0008233	enables
B1X939	GO:0008237	enables
B1X939	GO:0016787	enables
B1X939	GO:0046872	enables
B1X939	GO:0000270	involved_in
B1X939	GO:0006508	involved_in
B1X939	GO:0030288	located_in
B1X939	GO:0042597	located_in
B1X942	GO:0000166	enables
B1X942	GO:0016491	enables
B1X942	GO:0016616	enables
B1X942	GO:0047952	enables
B1X942	GO:0051287	enables
B1X942	GO:0141152	enables
B1X942	GO:0141153	enables
B1X942	GO:0005975	involved_in
B1X942	GO:0006072	involved_in
B1X942	GO:0006629	involved_in
B1X942	GO:0006650	involved_in
B1X942	GO:0008654	involved_in
B1X942	GO:0046167	involved_in
B1X942	GO:0046168	involved_in
B1X942	GO:0046474	involved_in
B1X942	GO:0005737	located_in
B1X942	GO:0005829	located_in
B1X943	GO:0051082	enables
B1X943	GO:0006457	involved_in
B1X943	GO:0015031	involved_in
B1X943	GO:0051262	involved_in
B1X943	GO:0005737	located_in
B1X950	GO:0008270	enables
B1X950	GO:0008743	enables
B1X950	GO:0016491	enables
B1X950	GO:0016616	enables
B1X950	GO:0046872	enables
B1X950	GO:0006567	involved_in
B1X950	GO:0019518	involved_in
B1X950	GO:0005737	located_in
B1X953	GO:0008712	enables
B1X953	GO:0016853	enables
B1X953	GO:0050661	enables
B1X953	GO:0005975	involved_in
B1X953	GO:0097171	involved_in
B1X968	GO:0000166	enables
B1X968	GO:0003824	enables
B1X968	GO:0004595	enables
B1X968	GO:0005524	enables
B1X968	GO:0016740	enables
B1X968	GO:0016779	enables
B1X968	GO:0015937	involved_in
B1X968	GO:0005737	located_in
B1X969	GO:0003676	enables
B1X969	GO:0003677	enables
B1X969	GO:0003684	enables
B1X969	GO:0003824	enables
B1X969	GO:0003906	enables
B1X969	GO:0008270	enables
B1X969	GO:0008534	enables
B1X969	GO:0016787	enables
B1X969	GO:0016798	enables
B1X969	GO:0016799	enables
B1X969	GO:0016829	enables
B1X969	GO:0019104	enables
B1X969	GO:0034039	enables
B1X969	GO:0046872	enables
B1X969	GO:0140078	enables
B1X969	GO:0006281	involved_in
B1X969	GO:0006284	involved_in
B1X969	GO:0006974	involved_in
B1X970	GO:0003735	enables
B1X970	GO:0006412	involved_in
B1X970	GO:0005737	located_in
B1X970	GO:0005840	located_in
B1X970	GO:0015934	part_of
B1X970	GO:0022625	part_of
B1X970	GO:1990904	part_of
B1X971	GO:0003735	enables
B1X971	GO:0006412	involved_in
B1X971	GO:0005840	located_in
B1X971	GO:0022625	part_of
B1X971	GO:1990904	part_of
B1X972	GO:0008233	enables
B1X972	GO:0008237	enables
B1X972	GO:0016787	enables
B1X972	GO:0046872	enables
B1X972	GO:0006508	involved_in
B1X974	GO:0000287	enables
B1X974	GO:0004170	enables
B1X974	GO:0016787	enables
B1X974	GO:0046872	enables
B1X974	GO:0006226	involved_in
B1X974	GO:0009117	involved_in
B1X974	GO:0046081	involved_in
B1X975	GO:0000976	enables
B1X975	GO:0003677	enables
B1X975	GO:0003700	enables
B1X975	GO:0043565	enables
B1X975	GO:0006355	involved_in
B1X975	GO:0010974	involved_in
B1X975	GO:0051301	involved_in
B1X975	GO:0051302	involved_in
B1X975	GO:0005737	located_in
B1X975	GO:0009295	located_in
B1X975	GO:0043590	located_in
B1X976	GO:0000287	enables
B1X976	GO:0004588	enables
B1X976	GO:0016740	enables
B1X976	GO:0016757	enables
B1X976	GO:0006207	involved_in
B1X976	GO:0006221	involved_in
B1X976	GO:0044205	involved_in
B1X976	GO:0046132	involved_in
B1X976	GO:0005737	located_in
B1X980	GO:0003911	enables
B1X980	GO:0016874	enables
B1X980	GO:0006259	involved_in
B1X980	GO:0006260	involved_in
B1X980	GO:0006281	involved_in
B1X980	GO:0006974	involved_in
B1X982	GO:0003677	enables
B1X982	GO:0003899	enables
B1X982	GO:0016740	enables
B1X982	GO:0016779	enables
B1X982	GO:0034062	enables
B1X982	GO:0006351	involved_in
B1X982	GO:0000428	part_of
B1X998	GO:0000034	enables
B1X998	GO:0016787	enables
