protein_1_locus	protein_2_locus	evidence	source	protein_1_alt_name	protein_1_name	protein_2_alt_name	protein_2_name
BSU_01010	BSU_24320	textmined	string-db	NusG	NusG	NusB	NusB
BSU_01020	BSU_01330	experimental	string-db	RplK	RplK	RpsE	RpsE
BSU_01020	BSU_01250	experimental	string-db	RplK	RplK	RpsQ	RpsQ
BSU_01020	BSU_01110	experimental	string-db	RplK	RplK	RpsG	RpsG
BSU_01020	BSU_15820	experimental	string-db	RplK	RplK	RpmB	RpmB
BSU_01020	BSU_01260	experimental	string-db	RplK	RplK	RplN	RplNA
BSU_01020	BSU_01260	experimental	string-db	RplK	RplK	RplN	RplNA
BSU_01020	BSU_27960	experimental	string-db	RplK	RplK	RplU	RplU
BSU_01020	BSU_01490	experimental	string-db	RplK	RplK	RplM	RplM
BSU_01020	BSU_40500	experimental	string-db	RplK	RplK	RplI	RplI
BSU_01020	BSU_01190	experimental	string-db	RplK	RplK	RplB	RplB
BSU_01020	BSU_01340	experimental	string-db	RplK	RplK	RpmD	RpmD
BSU_01020	BSU_16490	experimental	string-db	RplK	RplK	RpsB	RpsB
BSU_01020	BSU_25550	experimental	string-db	RplK	RplK	RpsT	RpsT
BSU_01020	BSU_01210	experimental	string-db	RplK	RplK	RplV	RplV
BSU_01020	BSU_01200	experimental	string-db	RplK	RplK	RpsS	RpsS
BSU_01020	BSU_01420	experimental	string-db	RplK	RplK	RpsK	RpsK
BSU_01020	BSU_00590	experimental	string-db	RplK	RplK	RqcP	HslR
BSU_01020	BSU_29660	experimental	string-db	RplK	RplK	RpsD	RpsD
BSU_01020	BSU_01400	experimental	string-db	RplK	RplK	RpmJ	RpmJ
BSU_01020	BSU_01150	experimental	string-db	RplK	RplK	RpsJ	RpsJ
BSU_01020	BSU_01410	experimental	string-db	RplK	RplK	RpsM	RpsM
BSU_01020	BSU_01440	experimental	string-db	RplK	RplK	RplQ	RplQ
BSU_01020	BSU_28850	experimental	string-db	RplK	RplK	RplT	RplT
BSU_01020	BSU_01030	experimental	string-db	RplK	RplK	RplA	RplA
BSU_01020	BSU_37070	experimental	string-db	RplK	RplK	RpmE	RpmEA
BSU_01020	BSU_37070	experimental	string-db	RplK	RplK	RpmE	RpmEA
BSU_01020	BSU_01230	experimental	string-db	RplK	RplK	RplP	RplP
BSU_01020	BSU_28860	experimental	string-db	RplK	RplK	RpmI	RpmI
BSU_01020	BSU_01240	experimental	string-db	RplK	RplK	RpmC	RpmC
BSU_01020	BSU_01220	experimental	string-db	RplK	RplK	RpsC	RpsC
BSU_01020	BSU_15640	experimental	string-db	RplK	RplK	RqcH	YloA
BSU_01020	BSU_01290	experimental	string-db	RplK	RplK	RpsN	RpsNA
BSU_01020	BSU_01310	experimental	string-db	RplK	RplK	RplF	RplF
BSU_01020	BSU_01100	experimental	string-db	RplK	RplK	RpsL	RpsL
BSU_01020	BSU_01160	experimental	string-db	RplK	RplK	RplC	RplC
BSU_01020	BSU_01350	experimental	string-db	RplK	RplK	RplO	RplO
BSU_01020	BSU_16680	experimental	string-db	RplK	RplK	RpsO	RpsO
BSU_01020	BSU_01180	experimental	string-db	RplK	RplK	RplW	RplW
BSU_01020	BSU_01040	experimental	string-db	RplK	RplK	RplJ	RplJ
BSU_01020	BSU_24900	experimental	string-db	RplK	RplK	RpmGA	RpmGA
BSU_01020	BSU_01320	experimental	string-db	RplK	RplK	RplR	RplR
BSU_01020	BSU_23880	experimental	string-db	RplK	RplK	MifM	MifM
BSU_01020	BSU_01170	experimental	string-db	RplK	RplK	RplD	RplD
BSU_01020	BSU_40910	experimental	string-db	RplK	RplK	RpsF	RpsF
BSU_01020	BSU_01500	experimental	string-db	RplK	RplK	RpsI	RpsI
BSU_01020	BSU_41060	experimental	string-db	RplK	RplK	RpmH	RpmH
BSU_01020	BSU_01300	experimental	string-db	RplK	RplK	RpsH	RpsH
BSU_01020	BSU_15080	experimental	string-db	RplK	RplK	RpmF	RpmF
BSU_01020	BSU_16040	experimental	string-db	RplK	RplK	RplS	RplS
BSU_01020	BSU_01280	experimental	string-db	RplK	RplK	RplE	RplE
BSU_01020	BSU_27940	experimental	string-db	RplK	RplK	RpmA	RpmA
BSU_01020	BSU_01270	experimental	string-db	RplK	RplK	RplX	RplX
BSU_01020	BSU_15980	experimental	string-db	RplK	RplK	Ffh	Ffh
BSU_01020	BSU_40890	experimental	string-db	RplK	RplK	RpsR	RpsR
BSU_01020	BSU_15990	experimental	string-db	RplK	RplK	RpsP	RpsP
BSU_01030	BSU_01330	experimental	string-db	RplA	RplA	RpsE	RpsE
BSU_01030	BSU_01250	experimental	string-db	RplA	RplA	RpsQ	RpsQ
BSU_01030	BSU_01110	experimental	string-db	RplA	RplA	RpsG	RpsG
BSU_01030	BSU_15820	experimental	string-db	RplA	RplA	RpmB	RpmB
BSU_01030	BSU_01260	experimental	string-db	RplA	RplA	RplN	RplNA
BSU_01030	BSU_01260	experimental	string-db	RplA	RplA	RplN	RplNA
BSU_01030	BSU_27960	experimental	string-db	RplA	RplA	RplU	RplU
BSU_01030	BSU_01490	experimental	string-db	RplA	RplA	RplM	RplM
BSU_01030	BSU_01190	experimental	string-db	RplA	RplA	RplB	RplB
BSU_01030	BSU_01340	experimental	string-db	RplA	RplA	RpmD	RpmD
BSU_01030	BSU_16490	experimental	string-db	RplA	RplA	RpsB	RpsB
BSU_01030	BSU_25550	experimental	string-db	RplA	RplA	RpsT	RpsT
BSU_01030	BSU_01020	experimental	string-db	RplA	RplA	RplK	RplK
BSU_01030	BSU_01210	experimental	string-db	RplA	RplA	RplV	RplV
BSU_01030	BSU_01200	experimental	string-db	RplA	RplA	RpsS	RpsS
BSU_01030	BSU_05610	experimental	string-db	RplA	RplA	VmlR	VmlR
BSU_01030	BSU_01420	experimental	string-db	RplA	RplA	RpsK	RpsK
BSU_01030	BSU_29660	experimental	string-db	RplA	RplA	RpsD	RpsD
BSU_01030	BSU_01400	experimental	string-db	RplA	RplA	RpmJ	RpmJ
BSU_01030	BSU_01150	experimental	string-db	RplA	RplA	RpsJ	RpsJ
BSU_01030	BSU_01410	experimental	string-db	RplA	RplA	RpsM	RpsM
BSU_01030	BSU_01440	experimental	string-db	RplA	RplA	RplQ	RplQ
BSU_01030	BSU_28850	experimental	string-db	RplA	RplA	RplT	RplT
BSU_01030	BSU_37070	experimental	string-db	RplA	RplA	RpmE	RpmEA
BSU_01030	BSU_37070	experimental	string-db	RplA	RplA	RpmE	RpmEA
BSU_01030	BSU_01240	experimental	string-db	RplA	RplA	RpmC	RpmC
BSU_01030	BSU_28860	experimental	string-db	RplA	RplA	RpmI	RpmI
BSU_01030	BSU_01230	experimental	string-db	RplA	RplA	RplP	RplP
BSU_01030	BSU_01290	experimental	string-db	RplA	RplA	RpsN	RpsNA
BSU_01030	BSU_01220	experimental	string-db	RplA	RplA	RpsC	RpsC
BSU_01030	BSU_01310	experimental	string-db	RplA	RplA	RplF	RplF
BSU_01030	BSU_01100	experimental	string-db	RplA	RplA	RpsL	RpsL
BSU_01030	BSU_01160	experimental	string-db	RplA	RplA	RplC	RplC
BSU_01030	BSU_01350	experimental	string-db	RplA	RplA	RplO	RplO
BSU_01030	BSU_16680	experimental	string-db	RplA	RplA	RpsO	RpsO
BSU_01030	BSU_01180	experimental	string-db	RplA	RplA	RplW	RplW
BSU_01030	BSU_24900	experimental	string-db	RplA	RplA	RpmGA	RpmGA
BSU_01030	BSU_01320	experimental	string-db	RplA	RplA	RplR	RplR
BSU_01030	BSU_01170	experimental	string-db	RplA	RplA	RplD	RplD
BSU_01030	BSU_40910	experimental	string-db	RplA	RplA	RpsF	RpsF
BSU_01030	BSU_28190	experimental	string-db	RplA	RplA	YsxC	YsxC
BSU_01030	BSU_01500	experimental	string-db	RplA	RplA	RpsI	RpsI
BSU_01030	BSU_29740	experimental	string-db	RplA	RplA	CcpA	CcpA
BSU_01030	BSU_01300	experimental	string-db	RplA	RplA	RpsH	RpsH
BSU_01030	BSU_41060	experimental	string-db	RplA	RplA	RpmH	RpmH
BSU_01030	BSU_15080	experimental	string-db	RplA	RplA	RpmF	RpmF
BSU_01030	BSU_16040	experimental	string-db	RplA	RplA	RplS	RplS
BSU_01030	BSU_01280	experimental	string-db	RplA	RplA	RplE	RplE
BSU_01030	BSU_27940	experimental	string-db	RplA	RplA	RpmA	RpmA
BSU_01030	BSU_01270	experimental	string-db	RplA	RplA	RplX	RplX
BSU_01030	BSU_15990	experimental	string-db	RplA	RplA	RpsP	RpsP
BSU_01030	BSU_40890	experimental	string-db	RplA	RplA	RpsR	RpsR
BSU_01040	BSU_01330	experimental	string-db	RplJ	RplJ	RpsE	RpsE
BSU_01040	BSU_01110	experimental	string-db	RplJ	RplJ	RpsG	RpsG
BSU_01040	BSU_01250	experimental	string-db	RplJ	RplJ	RpsQ	RpsQ
BSU_01040	BSU_15820	experimental	string-db	RplJ	RplJ	RpmB	RpmB
BSU_01040	BSU_40500	experimental	string-db	RplJ	RplJ	RplI	RplI
BSU_01040	BSU_01490	experimental	string-db	RplJ	RplJ	RplM	RplM
BSU_01040	BSU_27960	experimental	string-db	RplJ	RplJ	RplU	RplU
BSU_01040	BSU_01260	experimental	string-db	RplJ	RplJ	RplN	RplNA
BSU_01040	BSU_01260	experimental	string-db	RplJ	RplJ	RplN	RplNA
BSU_01040	BSU_01340	experimental	string-db	RplJ	RplJ	RpmD	RpmD
BSU_01040	BSU_16490	experimental	string-db	RplJ	RplJ	RpsB	RpsB
BSU_01040	BSU_00950	experimental	string-db	RplJ	RplJ	MrnC	MrnC
BSU_01040	BSU_01190	experimental	string-db	RplJ	RplJ	RplB	RplB
BSU_01040	BSU_01210	experimental	string-db	RplJ	RplJ	RplV	RplV
BSU_01040	BSU_01020	experimental	string-db	RplJ	RplJ	RplK	RplK
BSU_01040	BSU_25550	experimental	string-db	RplJ	RplJ	RpsT	RpsT
BSU_01040	BSU_01420	experimental	string-db	RplJ	RplJ	RpsK	RpsK
BSU_01040	BSU_01200	experimental	string-db	RplJ	RplJ	RpsS	RpsS
BSU_01040	BSU_01400	experimental	string-db	RplJ	RplJ	RpmJ	RpmJ
BSU_01040	BSU_01150	experimental	string-db	RplJ	RplJ	RpsJ	RpsJ
BSU_01040	BSU_29660	experimental	string-db	RplJ	RplJ	RpsD	RpsD
BSU_01040	BSU_00590	experimental	string-db	RplJ	RplJ	RqcP	HslR
BSU_01040	BSU_37070	experimental	string-db	RplJ	RplJ	RpmE	RpmEA
BSU_01040	BSU_37070	experimental	string-db	RplJ	RplJ	RpmE	RpmEA
BSU_01040	BSU_01440	experimental	string-db	RplJ	RplJ	RplQ	RplQ
BSU_01040	BSU_28850	experimental	string-db	RplJ	RplJ	RplT	RplT
BSU_01040	BSU_01410	experimental	string-db	RplJ	RplJ	RpsM	RpsM
BSU_01040	BSU_01290	experimental	string-db	RplJ	RplJ	RpsN	RpsNA
BSU_01040	BSU_15640	experimental	string-db	RplJ	RplJ	RqcH	YloA
BSU_01040	BSU_01220	experimental	string-db	RplJ	RplJ	RpsC	RpsC
BSU_01040	BSU_01240	experimental	string-db	RplJ	RplJ	RpmC	RpmC
BSU_01040	BSU_01230	experimental	string-db	RplJ	RplJ	RplP	RplP
BSU_01040	BSU_28860	experimental	string-db	RplJ	RplJ	RpmI	RpmI
BSU_01040	BSU_01350	experimental	string-db	RplJ	RplJ	RplO	RplO
BSU_01040	BSU_01100	experimental	string-db	RplJ	RplJ	RpsL	RpsL
BSU_01040	BSU_01160	experimental	string-db	RplJ	RplJ	RplC	RplC
BSU_01040	BSU_01310	experimental	string-db	RplJ	RplJ	RplF	RplF
BSU_01040	BSU_01170	experimental	string-db	RplJ	RplJ	RplD	RplD
BSU_01040	BSU_01320	experimental	string-db	RplJ	RplJ	RplR	RplR
BSU_01040	BSU_24900	experimental	string-db	RplJ	RplJ	RpmGA	RpmGA
BSU_01040	BSU_23880	experimental	string-db	RplJ	RplJ	MifM	MifM
BSU_01040	BSU_16680	experimental	string-db	RplJ	RplJ	RpsO	RpsO
BSU_01040	BSU_01180	experimental	string-db	RplJ	RplJ	RplW	RplW
BSU_01040	BSU_01300	experimental	string-db	RplJ	RplJ	RpsH	RpsH
BSU_01040	BSU_41060	experimental	string-db	RplJ	RplJ	RpmH	RpmH
BSU_01040	BSU_15080	experimental	string-db	RplJ	RplJ	RpmF	RpmF
BSU_01040	BSU_01500	experimental	string-db	RplJ	RplJ	RpsI	RpsI
BSU_01040	BSU_28190	experimental	string-db	RplJ	RplJ	YsxC	YsxC
BSU_01040	BSU_29740	experimental	string-db	RplJ	RplJ	CcpA	CcpA
BSU_01040	BSU_35310	experimental	string-db	RplJ	RplJ	Hpf	Hpf
BSU_01040	BSU_40910	experimental	string-db	RplJ	RplJ	RpsF	RpsF
BSU_01040	BSU_27940	experimental	string-db	RplJ	RplJ	RpmA	RpmA
BSU_01040	BSU_16040	experimental	string-db	RplJ	RplJ	RplS	RplS
BSU_01040	BSU_01280	experimental	string-db	RplJ	RplJ	RplE	RplE
BSU_01040	BSU_15990	experimental	string-db	RplJ	RplJ	RpsP	RpsP
BSU_01040	BSU_40890	experimental	string-db	RplJ	RplJ	RpsR	RpsR
BSU_01040	BSU_15980	experimental	string-db	RplJ	RplJ	Ffh	Ffh
BSU_01040	BSU_01270	experimental	string-db	RplJ	RplJ	RplX	RplX
BSU_01050	BSU_29740	experimental	string-db	RplL	RplL	CcpA	CcpA
BSU_01050	BSU_28190	experimental	string-db	RplL	RplL	YsxC	YsxC
BSU_01070	BSU_11500	experimental	string-db	RpoB	RpoB	Spx	SpxA
BSU_01070	BSU_11500	experimental	string-db	RpoB	RpoB	Spx	SpxA
BSU_01070	BSU_34360	experimental	string-db	RpoB	RpoB	EpsB	EpsB
BSU_01070	BSU_24020	experimental	string-db	RpoB	RpoB	BmrR	BmrR
BSU_01070	BSU_25200	experimental	string-db	RpoB	RpoB	SigA	SigA
BSU_01070	BSU_06610	experimental	string-db	RpoB	RpoB	PcrA	PcrA
BSU_01070	BSU_27120	experimental	string-db	RpoB	RpoB	SigV	SigV
BSU_01070	BSU_01130	textmined	string-db	RpoB	RpoB	TufA	TufA
BSU_01070	BSU_33230	experimental	string-db	RpoB	RpoB	SigO	SigO
BSU_01070	BSU_36240	experimental	string-db	RpoB	RpoB	PtpZ	YwqE
BSU_01070	BSU_06030	textmined	string-db	RpoB	RpoB	GroEL	GroEL
BSU_01070	BSU_33450	experimental	string-db	RpoB	RpoB	HelD	HelD
BSU_01070	BSU_15690	experimental	string-db	RpoB	RpoB	YloH	RpoZ
BSU_01070	BSU_15690	experimental	string-db	RpoB	RpoB	YloH	RpoZ
BSU_01070	BSU_14540	experimental	string-db	RpoB	RpoB	RpoY	RnpZA
BSU_01070	BSU_14540	experimental	string-db	RpoB	RpoB	RpoY	RnpZA
BSU_01070	BSU_37160	experimental	string-db	RpoB	RpoB	RpoE	RpoE
BSU_01070	BSU_25470	textmined	string-db	RpoB	RpoB	DnaK	DnaK
BSU_01070	BSU_04730	experimental	string-db	RpoB	RpoB	SigB	SigB
BSU_01070	BSU_00660	experimental	string-db	RpoB	RpoB	YabT	YabT
BSU_01070	BSU_13450	experimental	string-db	RpoB	RpoB	SigI	SigI
BSU_01070	BSU_29740	experimental	string-db	RpoB	RpoB	CcpA	CcpA
BSU_01070	BSU_08970	textmined	string-db	RpoB	RpoB	PrkA	PrkA
BSU_01070	BSU_01430	experimental	string-db	RpoB	RpoB	RpoA	RpoA
BSU_01070	BSU_01080	experimental	string-db	RpoB	RpoB	RpoC	RpoC
BSU_01080	BSU_11500	experimental	string-db	RpoC	RpoC	Spx	SpxA
BSU_01080	BSU_11500	experimental	string-db	RpoC	RpoC	Spx	SpxA
BSU_01080	BSU_33450	experimental	string-db	RpoC	RpoC	HelD	HelD
BSU_01080	BSU_15690	experimental	string-db	RpoC	RpoC	YloH	RpoZ
BSU_01080	BSU_15690	experimental	string-db	RpoC	RpoC	YloH	RpoZ
BSU_01080	BSU_14540	experimental	string-db	RpoC	RpoC	RpoY	RnpZA
BSU_01080	BSU_14540	experimental	string-db	RpoC	RpoC	RpoY	RnpZA
BSU_01080	BSU_24020	experimental	string-db	RpoC	RpoC	BmrR	BmrR
BSU_01080	BSU_01070	experimental	string-db	RpoC	RpoC	RpoB	RpoB
BSU_01080	BSU_25200	experimental	string-db	RpoC	RpoC	SigA	SigA
BSU_01080	BSU_37160	experimental	string-db	RpoC	RpoC	RpoE	RpoE
BSU_01080	BSU_29740	experimental	string-db	RpoC	RpoC	CcpA	CcpA
BSU_01080	BSU_04730	textmined	string-db	RpoC	RpoC	SigB	SigB
BSU_01080	BSU_33222	experimental	string-db	RpoC	RpoC	RsoA	RsoA
BSU_01080	BSU_25210	experimental	string-db	RpoC	RpoC	DnaG	DnaG
BSU_01080	BSU_01430	experimental	string-db	RpoC	RpoC	RpoA	RpoA
BSU_01080	BSU_33230	experimental	string-db	RpoC	RpoC	SigO	SigO
BSU_01080	BSU_01130	textmined	string-db	RpoC	RpoC	TufA	TufA
BSU_01100	BSU_01270	experimental	string-db	RpsL	RpsL	RplX	RplX
BSU_01100	BSU_15980	experimental	string-db	RpsL	RpsL	Ffh	Ffh
BSU_01100	BSU_15990	experimental	string-db	RpsL	RpsL	RpsP	RpsP
BSU_01100	BSU_40890	experimental	string-db	RpsL	RpsL	RpsR	RpsR
BSU_01100	BSU_25410	experimental	string-db	RpsL	RpsL	RpsU	RpsU
BSU_01100	BSU_01280	experimental	string-db	RpsL	RpsL	RplE	RplE
BSU_01100	BSU_16040	experimental	string-db	RpsL	RpsL	RplS	RplS
BSU_01100	BSU_27940	experimental	string-db	RpsL	RpsL	RpmA	RpmA
BSU_01100	BSU_40910	experimental	string-db	RpsL	RpsL	RpsF	RpsF
BSU_01100	BSU_35310	experimental	string-db	RpsL	RpsL	Hpf	Hpf
BSU_01100	BSU_01500	experimental	string-db	RpsL	RpsL	RpsI	RpsI
BSU_01100	BSU_15080	experimental	string-db	RpsL	RpsL	RpmF	RpmF
BSU_01100	BSU_41060	experimental	string-db	RpsL	RpsL	RpmH	RpmH
BSU_01100	BSU_01300	experimental	string-db	RpsL	RpsL	RpsH	RpsH
BSU_01100	BSU_01180	experimental	string-db	RpsL	RpsL	RplW	RplW
BSU_01100	BSU_01040	experimental	string-db	RpsL	RpsL	RplJ	RplJ
BSU_01100	BSU_16680	experimental	string-db	RpsL	RpsL	RpsO	RpsO
BSU_01100	BSU_23880	experimental	string-db	RpsL	RpsL	MifM	MifM
BSU_01100	BSU_01320	experimental	string-db	RpsL	RpsL	RplR	RplR
BSU_01100	BSU_24900	experimental	string-db	RpsL	RpsL	RpmGA	RpmGA
BSU_01100	BSU_01170	experimental	string-db	RpsL	RpsL	RplD	RplD
BSU_01100	BSU_01310	experimental	string-db	RpsL	RpsL	RplF	RplF
BSU_01100	BSU_01160	experimental	string-db	RpsL	RpsL	RplC	RplC
BSU_01100	BSU_01350	experimental	string-db	RpsL	RpsL	RplO	RplO
BSU_01100	BSU_01230	experimental	string-db	RpsL	RpsL	RplP	RplP
BSU_01100	BSU_28860	experimental	string-db	RpsL	RpsL	RpmI	RpmI
BSU_01100	BSU_01240	experimental	string-db	RpsL	RpsL	RpmC	RpmC
BSU_01100	BSU_01220	experimental	string-db	RpsL	RpsL	RpsC	RpsC
BSU_01100	BSU_01290	experimental	string-db	RpsL	RpsL	RpsN	RpsNA
BSU_01100	BSU_01410	experimental	string-db	RpsL	RpsL	RpsM	RpsM
BSU_01100	BSU_28850	experimental	string-db	RpsL	RpsL	RplT	RplT
BSU_01100	BSU_01440	experimental	string-db	RpsL	RpsL	RplQ	RplQ
BSU_01100	BSU_01030	experimental	string-db	RpsL	RpsL	RplA	RplA
BSU_01100	BSU_37070	experimental	string-db	RpsL	RpsL	RpmE	RpmEA
BSU_01100	BSU_37070	experimental	string-db	RpsL	RpsL	RpmE	RpmEA
BSU_01100	BSU_29660	experimental	string-db	RpsL	RpsL	RpsD	RpsD
BSU_01100	BSU_01150	experimental	string-db	RpsL	RpsL	RpsJ	RpsJ
BSU_01100	BSU_01400	experimental	string-db	RpsL	RpsL	RpmJ	RpmJ
BSU_01100	BSU_01200	experimental	string-db	RpsL	RpsL	RpsS	RpsS
BSU_01100	BSU_01420	experimental	string-db	RpsL	RpsL	RpsK	RpsK
BSU_01100	BSU_05610	experimental	string-db	RpsL	RpsL	VmlR	VmlR
BSU_01100	BSU_25550	experimental	string-db	RpsL	RpsL	RpsT	RpsT
BSU_01100	BSU_28580	experimental	string-db	RpsL	RpsL	RqcU	MutSB
BSU_01100	BSU_28580	experimental	string-db	RpsL	RpsL	RqcU	MutSB
BSU_01100	BSU_01020	experimental	string-db	RpsL	RpsL	RplK	RplK
BSU_01100	BSU_01210	experimental	string-db	RpsL	RpsL	RplV	RplV
BSU_01100	BSU_27600	experimental	string-db	RpsL	RpsL	Rel	Rsh
BSU_01100	BSU_27600	experimental	string-db	RpsL	RpsL	Rel	Rsh
BSU_01100	BSU_01190	experimental	string-db	RpsL	RpsL	RplB	RplB
BSU_01100	BSU_16490	experimental	string-db	RpsL	RpsL	RpsB	RpsB
BSU_01100	BSU_01340	experimental	string-db	RpsL	RpsL	RpmD	RpmD
BSU_01100	BSU_01260	experimental	string-db	RpsL	RpsL	RplN	RplNA
BSU_01100	BSU_01260	experimental	string-db	RpsL	RpsL	RplN	RplNA
BSU_01100	BSU_01490	experimental	string-db	RpsL	RpsL	RplM	RplM
BSU_01100	BSU_27960	experimental	string-db	RpsL	RpsL	RplU	RplU
BSU_01100	BSU_40500	experimental	string-db	RpsL	RpsL	RplI	RplI
BSU_01100	BSU_15820	experimental	string-db	RpsL	RpsL	RpmB	RpmB
BSU_01100	BSU_01250	experimental	string-db	RpsL	RpsL	RpsQ	RpsQ
BSU_01100	BSU_01110	experimental	string-db	RpsL	RpsL	RpsG	RpsG
BSU_01100	BSU_01330	experimental	string-db	RpsL	RpsL	RpsE	RpsE
BSU_01110	BSU_01210	experimental	string-db	RpsG	RpsG	RplV	RplV
BSU_01110	BSU_27600	experimental	string-db	RpsG	RpsG	Rel	Rsh
BSU_01110	BSU_27600	experimental	string-db	RpsG	RpsG	Rel	Rsh
BSU_01110	BSU_25550	experimental	string-db	RpsG	RpsG	RpsT	RpsT
BSU_01110	BSU_28580	experimental	string-db	RpsG	RpsG	RqcU	MutSB
BSU_01110	BSU_28580	experimental	string-db	RpsG	RpsG	RqcU	MutSB
BSU_01110	BSU_01020	experimental	string-db	RpsG	RpsG	RplK	RplK
BSU_01110	BSU_22880	database	string-db	RpsG	RpsG	RpsA	RpfA
BSU_01110	BSU_22880	database	string-db	RpsG	RpsG	RpsA	RpfA
BSU_01110	BSU_16490	experimental	string-db	RpsG	RpsG	RpsB	RpsB
BSU_01110	BSU_01340	experimental	string-db	RpsG	RpsG	RpmD	RpmD
BSU_01110	BSU_01190	experimental	string-db	RpsG	RpsG	RplB	RplB
BSU_01110	BSU_01420	experimental	string-db	RpsG	RpsG	RpsK	RpsK
BSU_01110	BSU_05610	experimental	string-db	RpsG	RpsG	VmlR	VmlR
BSU_01110	BSU_01200	experimental	string-db	RpsG	RpsG	RpsS	RpsS
BSU_01110	BSU_01250	experimental	string-db	RpsG	RpsG	RpsQ	RpsQ
BSU_01110	BSU_00630	database	string-db	RpsG	RpsG	YabR	YabR
BSU_01110	BSU_01330	experimental	string-db	RpsG	RpsG	RpsE	RpsE
BSU_01110	BSU_40500	experimental	string-db	RpsG	RpsG	RplI	RplI
BSU_01110	BSU_01260	experimental	string-db	RpsG	RpsG	RplN	RplNA
BSU_01110	BSU_01260	experimental	string-db	RpsG	RpsG	RplN	RplNA
BSU_01110	BSU_01490	experimental	string-db	RpsG	RpsG	RplM	RplM
BSU_01110	BSU_27960	experimental	string-db	RpsG	RpsG	RplU	RplU
BSU_01110	BSU_15820	experimental	string-db	RpsG	RpsG	RpmB	RpmB
BSU_01110	BSU_15080	experimental	string-db	RpsG	RpsG	RpmF	RpmF
BSU_01110	BSU_41060	experimental	string-db	RpsG	RpsG	RpmH	RpmH
BSU_01110	BSU_01300	experimental	string-db	RpsG	RpsG	RpsH	RpsH
BSU_01110	BSU_40910	experimental	string-db	RpsG	RpsG	RpsF	RpsF
BSU_01110	BSU_35310	experimental	string-db	RpsG	RpsG	Hpf	Hpf
BSU_01110	BSU_01500	experimental	string-db	RpsG	RpsG	RpsI	RpsI
BSU_01110	BSU_23880	experimental	string-db	RpsG	RpsG	MifM	MifM
BSU_01110	BSU_24900	experimental	string-db	RpsG	RpsG	RpmGA	RpmGA
BSU_01110	BSU_01320	experimental	string-db	RpsG	RpsG	RplR	RplR
BSU_01110	BSU_01170	experimental	string-db	RpsG	RpsG	RplD	RplD
BSU_01110	BSU_01040	experimental	string-db	RpsG	RpsG	RplJ	RplJ
BSU_01110	BSU_01180	experimental	string-db	RpsG	RpsG	RplW	RplW
BSU_01110	BSU_16680	experimental	string-db	RpsG	RpsG	RpsO	RpsO
BSU_01110	BSU_40890	experimental	string-db	RpsG	RpsG	RpsR	RpsR
BSU_01110	BSU_15990	experimental	string-db	RpsG	RpsG	RpsP	RpsP
BSU_01110	BSU_01270	experimental	string-db	RpsG	RpsG	RplX	RplX
BSU_01110	BSU_15980	experimental	string-db	RpsG	RpsG	Ffh	Ffh
BSU_01110	BSU_16040	experimental	string-db	RpsG	RpsG	RplS	RplS
BSU_01110	BSU_01280	experimental	string-db	RpsG	RpsG	RplE	RplE
BSU_01110	BSU_27940	experimental	string-db	RpsG	RpsG	RpmA	RpmA
BSU_01110	BSU_25410	experimental	string-db	RpsG	RpsG	RpsU	RpsU
BSU_01110	BSU_28850	experimental	string-db	RpsG	RpsG	RplT	RplT
BSU_01110	BSU_01440	experimental	string-db	RpsG	RpsG	RplQ	RplQ
BSU_01110	BSU_01030	experimental	string-db	RpsG	RpsG	RplA	RplA
BSU_01110	BSU_37070	experimental	string-db	RpsG	RpsG	RpmE	RpmEA
BSU_01110	BSU_37070	experimental	string-db	RpsG	RpsG	RpmE	RpmEA
BSU_01110	BSU_01410	experimental	string-db	RpsG	RpsG	RpsM	RpsM
BSU_01110	BSU_29660	experimental	string-db	RpsG	RpsG	RpsD	RpsD
BSU_01110	BSU_01150	experimental	string-db	RpsG	RpsG	RpsJ	RpsJ
BSU_01110	BSU_01400	experimental	string-db	RpsG	RpsG	RpmJ	RpmJ
BSU_01110	BSU_01160	experimental	string-db	RpsG	RpsG	RplC	RplC
BSU_01110	BSU_01100	experimental	string-db	RpsG	RpsG	RpsL	RpsL
BSU_01110	BSU_01350	experimental	string-db	RpsG	RpsG	RplO	RplO
BSU_01110	BSU_01310	experimental	string-db	RpsG	RpsG	RplF	RplF
BSU_01110	BSU_28860	experimental	string-db	RpsG	RpsG	RpmI	RpmI
BSU_01110	BSU_01230	experimental	string-db	RpsG	RpsG	RplP	RplP
BSU_01110	BSU_01240	experimental	string-db	RpsG	RpsG	RpmC	RpmC
BSU_01110	BSU_01220	experimental	string-db	RpsG	RpsG	RpsC	RpsC
BSU_01110	BSU_01290	experimental	string-db	RpsG	RpsG	RpsN	RpsNA
BSU_01120	BSU_08970	textmined	string-db	FusA	FusA	PrkA	PrkA
BSU_01120	BSU_29740	experimental	string-db	FusA	FusA	CcpA	CcpA
BSU_01120	BSU_40440	experimental	string-db	FusA	FusA	DnaC	DnaC
BSU_01120	BSU_16520	textmined	string-db	FusA	FusA	Frr	Frr
BSU_01120	BSU_15280	experimental	string-db	FusA	FusA	FtsA	FtsA
BSU_01120	BSU_19400	experimental	string-db	FusA	FusA	SodC	SodC
BSU_01130	BSU_16500	experimental	string-db	TufA	TufA	Tsf	Tsf
