Starting_gene_symbol	Starting_gene_FBgn	Interacting_gene_symbol	Interacting_gene_FBgn	Interaction_type	Publication_FBrf	source
Ras85D	FBgn0003205	osa	FBgn0261885	suppressible	FBrf0105879	flybase
Myc	FBgn0262656	Hcf	FBgn0039904	suppressible	FBrf0212501	flybase
fz	FBgn0001085	pk	FBgn0003090	enhanceable	FBrf0180148	flybase
pbl	FBgn0003041	CycH	FBgn0022936	enhanceable	FBrf0199094	flybase
egr	FBgn0033483	slpr::Tak1	FBgn0273453	suppressible	FBrf0226737	flybase
egr	FBgn0033483	spoon	FBgn0263987	suppressible	FBrf0256869	flybase
smo	FBgn0003444	dlp	FBgn0041604	suppressible	FBrf0245720	flybase
Sh	FBgn0003380	para	FBgn0285944	suppressible	FBrf0051924	flybase
hid	FBgn0003997	Ras85D	FBgn0003205	suppressible	FBrf0105197	flybase
Dlish	FBgn0034264	app	FBgn0260941	enhanceable	FBrf0233684	flybase
H	FBgn0001169	cno	FBgn0259212	suppressible	FBrf0149093	flybase
park	FBgn0041100	sfl	FBgn0020251	suppressible	FBrf0244501	flybase
emb	FBgn0020497	mbo	FBgn0026207	suppressible	FBrf0167772	flybase
Arr2	FBgn0000121	Arr1	FBgn0000120	enhanceable	FBrf0193744	flybase
Pink1	FBgn0029891	Miro	FBgn0039140	suppressible	FBrf0217671	flybase
Su(var)2-10	FBgn0003612	hop	FBgn0004864	suppressible	FBrf0137351	flybase
Ets21C	FBgn0005660	Imp	FBgn0285926	suppressible	FBrf0242573	flybase
wg	FBgn0284084	puc	FBgn0243512	enhanceable	FBrf0128573	flybase
lola	FBgn0283521	Utx	FBgn0260749	enhanceable	FBrf0210661	flybase
psq	FBgn0263102	Utx	FBgn0260749	enhanceable	FBrf0210661	flybase
Delta	FBgn0000463	Utx	FBgn0260749	enhanceable	FBrf0210661	flybase
Fmr1	FBgn0028734	Tdrd3	FBgn0036450	suppressible	FBrf0223174	flybase
Marf	FBgn0029870	clu	FBgn0034087	enhanceable	FBrf0233735	flybase
B-H1	FBgn0011758	Raf	FBgn0003079	suppressible	FBrf0104448	flybase
Rab8	FBgn0262518	tkv	FBgn0003716	suppressible	FBrf0227926	flybase
ft	FBgn0001075	Raf	FBgn0003079	enhanceable	FBrf0184134	flybase
serp	FBgn0260653	verm	FBgn0261341	enhanceable	FBrf0190029	flybase
Ppt1	FBgn0030057	Cln3	FBgn0036756	suppressible	FBrf0225020	flybase
dsh	FBgn0000499	btl	FBgn0285896	suppressible	FBrf0192599	flybase
up	FBgn0004169	Mhc	FBgn0264695	suppressible	FBrf0158994	flybase
DCTN1-p150	FBgn0001108	S	FBgn0003310	enhanceable	FBrf0205741	flybase
rl	FBgn0003256	cnk	FBgn0286070	enhanceable	FBrf0107534	flybase
Mtpβ	FBgn0025352	asRNA:CR43467	FBgn0263444	suppressible	FBrf0244220	flybase
egr	FBgn0033483	bsk	FBgn0000229	suppressible	FBrf0228026	flybase
aux	FBgn0037218	Chc	FBgn0000319	suppressible	FBrf0213386	flybase
sgg	FBgn0003371	kay	FBgn0001297	suppressible	FBrf0207092	flybase
SCAR	FBgn0041781	Vrp1	FBgn0243516	enhanceable	FBrf0212349	flybase
mib1	FBgn0263601	neur	FBgn0002932	suppressible	FBrf0187469	flybase
Axud1	FBgn0261647	hep	FBgn0010303	suppressible	FBrf0207344	flybase
Mnat9	FBgn0039859	yki	FBgn0034970	suppressible	FBrf0252580	flybase
tkv	FBgn0003716	fu	FBgn0001079	suppressible	FBrf0212535	flybase
tkv	FBgn0003716	Smurf	FBgn0029006	suppressible	FBrf0212535	flybase
flw	FBgn0000711	N	FBgn0004647	suppressible	FBrf0213586	flybase
sd	FBgn0003345	vg	FBgn0003975	enhanceable	FBrf0193006	flybase
lt	FBgn0002566	Su(var)2-1	FBgn0004849	enhanceable	FBrf0105209	flybase
lt	FBgn0002566	Su(var)208	FBgn0004557	enhanceable	FBrf0105209	flybase
β3GalTII	FBgn0033315	ttv	FBgn0265974	enhanceable	FBrf0204719	flybase
dpr6	FBgn0040823	dpr10	FBgn0052057	enhanceable	FBrf0253099	flybase
Delta	FBgn0000463	Su(H)	FBgn0004837	suppressible	FBrf0105854	flybase
Ddrgk1	FBgn0038868	puc	FBgn0243512	suppressible	FBrf0256328	flybase
Kat60	FBgn0040208	HDAC6	FBgn0026428	suppressible	FBrf0224163	flybase
N	FBgn0004647	pnt	FBgn0003118	enhanceable	FBrf0090844	flybase
Ras85D	FBgn0003205	p53	FBgn0039044	suppressible	FBrf0234055	flybase
Marcal1	FBgn0031655	E(Pc)	FBgn0000581	suppressible	FBrf0234417	flybase
ttk	FBgn0003870	lz	FBgn0002576	suppressible	FBrf0209609	flybase
obk	FBgn0024208	ex	FBgn0004583	suppressible	FBrf0178980	flybase
dpp	FBgn0000490	Mad	FBgn0011648	enhanceable	FBrf0080380	flybase
dbo	FBgn0040230	Pak	FBgn0267698	suppressible	FBrf0233779	flybase
DCTN1-p150	FBgn0001108	SG13	FBgn0262062	suppressible	FBrf0209456	flybase
csw::Src64B	FBgn0016791	mask	FBgn0043884	suppressible	FBrf0141508	flybase
smo	FBgn0003444	Hrs	FBgn0031450	enhanceable	FBrf0223342	flybase
kibra	FBgn0262127	Diap1	FBgn0260635	suppressible	FBrf0211373	flybase
sens	FBgn0002573	esc	FBgn0000588	suppressible	FBrf0213580	flybase
Pi3K92E	FBgn0015279	btl::Egfr	FBgn0022739	suppressible	FBrf0208764	flybase
z	FBgn0004050	Su(z)4	FBgn0003646	suppressible	FBrf0026500	flybase
Dp	FBgn0011763	E(E2f)2B	FBgn0028747	enhanceable	FBrf0111491	flybase
E2f1	FBgn0011766	E(E2f)2B	FBgn0028747	enhanceable	FBrf0111491	flybase
CycB	FBgn0000405	qua	FBgn0003187	suppressible	FBrf0155492	flybase
shg	FBgn0003391	α-Cat::shg	FBgn0266997	suppressible	FBrf0187821	flybase
sls	FBgn0086906	cher	FBgn0014141	enhanceable	FBrf0236159	flybase
Vinc	FBgn0004397	rhea	FBgn0260442	suppressible	FBrf0234127	flybase
Ras85D	FBgn0003205	Src42A	FBgn0264959	enhanceable	FBrf0131405	flybase
Ras85D	FBgn0003205	aos	FBgn0004569	enhanceable	FBrf0167656	flybase
Myc	FBgn0262656	pont	FBgn0040078	enhanceable	FBrf0188250	flybase
kek1	FBgn0015399	Egfr	FBgn0003731	suppressible	FBrf0178972	flybase
ninaE	FBgn0002940	Adgf-D	FBgn0038172	suppressible	FBrf0231075	flybase
aos	FBgn0004569	E-3c4	FBgn0084254	enhanceable	FBrf0190712	flybase
Dys	FBgn0260003	Sema2a	FBgn0011260	suppressible	FBrf0205440	flybase
htl	FBgn0010389	Ntan1	FBgn0034371	enhanceable	FBrf0239793	flybase
Ret	FBgn0011829	l(3)S081003	FBgn0028091	enhanceable	FBrf0190765	flybase
nanos	FBgn0002962	bgcn	FBgn0004581	suppressible	FBrf0208161	flybase
eIF4E1	FBgn0015218	pum	FBgn0003165	suppressible	FBrf0180581	flybase
IP3K2	FBgn0283680	Itpr	FBgn0010051	suppressible	FBrf0230852	flybase
vg	FBgn0003975	2335	FBgn0084237	enhanceable	FBrf0187637	flybase
ago	FBgn0041171	bnl	FBgn0014135	suppressible	FBrf0221195	flybase
br	FBgn0283451	E(br)65	FBgn0069444	enhanceable	FBrf0167639	flybase
upd1	FBgn0004956	dpp	FBgn0000490	suppressible	FBrf0167623	flybase
WASp	FBgn0024273	nwk	FBgn0263456	enhanceable	FBrf0214154	flybase
ft	FBgn0001075	Mer	FBgn0086384	enhanceable	FBrf0193209	flybase
Axud1	FBgn0261647	puc	FBgn0243512	enhanceable	FBrf0207344	flybase
Ciao1	FBgn0033972	galla-1	FBgn0034543	suppressible	FBrf0245667	flybase
srp	FBgn0003507	Su(var)3-3	FBgn0260397	enhanceable	FBrf0244925	flybase
ZnT86D	FBgn0037875	ZnT41F	FBgn0025693	enhanceable	FBrf0227521	flybase
robo1	FBgn0005631	fra	FBgn0011592	suppressible	FBrf0200520	flybase
sc	FBgn0004170	su(Hw)	FBgn0003567	suppressible	FBrf0160557	flybase
Traf4	FBgn0026319	bsk	FBgn0000229	enhanceable	FBrf0167884	flybase
N	FBgn0004647	E(spl)m7-HLH	FBgn0002633	enhanceable	FBrf0108430	flybase
tkv	FBgn0003716	pnr	FBgn0003117	suppressible	FBrf0253453	flybase
Gmd	FBgn0031661	N	FBgn0004647	suppressible	FBrf0216374	flybase
trc	FBgn0003744	cbc	FBgn0033842	suppressible	FBrf0256007	flybase
Ppt1	FBgn0030057	msn	FBgn0010909	enhanceable	FBrf0201672	flybase
ksr::tor	FBgn0019804	Akap200	FBgn0027932	enhanceable	FBrf0131317	flybase
Pp2B-14D	FBgn0011826	sra	FBgn0086370	suppressible	FBrf0194458	flybase
da	FBgn0267821	da::Drer\tcf3a	FBgn0022337	suppressible	FBrf0097887	flybase
rpr	FBgn0011706	Diap1	FBgn0260635	suppressible	FBrf0221515	flybase
rpr	FBgn0011706	Bruce	FBgn0266717	suppressible	FBrf0151242	flybase
Pi3K92E	FBgn0015279	Pten	FBgn0026379	enhanceable	FBrf0127089	flybase
nej	FBgn0261617	mir-276b	FBgn0262381	suppressible	FBrf0254930	flybase
wupA	FBgn0283471	Mhc	FBgn0264695	suppressible	FBrf0158994	flybase
caz	FBgn0285954	TER94	FBgn0286784	enhanceable	FBrf0225234	flybase
Antp	FBgn0260642	Gug	FBgn0010825	suppressible	FBrf0180288	flybase
Su(var)2-1	FBgn0004849	mod(mdg4)	FBgn0002781	suppressible	FBrf0127028	flybase
dpp	FBgn0000490	eIF4A	FBgn0001942	suppressible	FBrf0190738	flybase
Pc	FBgn0003042	sxc	FBgn0261403	enhanceable	FBrf0238882	flybase
H	FBgn0001169	nmo	FBgn0011817	enhanceable	FBrf0134745	flybase
Acn	FBgn0263198	mts	FBgn0004177	enhanceable	FBrf0252465	flybase
Gba1b	FBgn0051414	Rel	FBgn0014018	enhanceable	FBrf0258441	flybase
hid	FBgn0003997	LIMK1	FBgn0283712	suppressible	FBrf0255290	flybase
y	FBgn0004034	su(Hw)	FBgn0003567	suppressible	FBrf0104405	flybase
so	FBgn0003460	Six4	FBgn0027364	suppressible	FBrf0208666	flybase
ato	FBgn0010433	kis	FBgn0266557	enhanceable	FBrf0207360	flybase
aos	FBgn0004569	nmo	FBgn0011817	suppressible	FBrf0167499	flybase
Stat92E	FBgn0016917	Diap1	FBgn0260635	suppressible	FBrf0205996	flybase
y	FBgn0004034	su(Hw)	FBgn0003567	enhanceable	FBrf0093460	flybase
SNF4Aγ	FBgn0264357	Appl	FBgn0000108	enhanceable	FBrf0217742	flybase
piwi	FBgn0004872	sgg	FBgn0003371	suppressible	FBrf0245963	flybase
bam	FBgn0000158	how	FBgn0264491	suppressible	FBrf0210446	flybase
ato	FBgn0010433	da	FBgn0267821	enhanceable	FBrf0207360	flybase
shot	FBgn0013733	Efa6	FBgn0051158	enhanceable	FBrf0244169	flybase
mod(mdg4)	FBgn0002781	Su(mg)1-3	FBgn0023164	suppressible	FBrf0099893	flybase
Vang	FBgn0015838	stan	FBgn0024836	enhanceable	FBrf0158881	flybase
peb	FBgn0003053	kst	FBgn0004167	enhanceable	FBrf0180294	flybase
PXo	FBgn0035649	Strip	FBgn0035437	suppressible	FBrf0256600	flybase
Camta	FBgn0287478	Arr2	FBgn0000121	enhanceable	FBrf0192912	flybase
FIG4	FBgn0031611	Rab7	FBgn0015795	suppressible	FBrf0231074	flybase
Tao	FBgn0031030	yki	FBgn0034970	suppressible	FBrf0226064	flybase
Pink1	FBgn0029891	trc	FBgn0003744	suppressible	FBrf0220987	flybase
LamC	FBgn0010397	cnc	FBgn0262975	suppressible	FBrf0238857	flybase
mbt	FBgn0025743	Src42A	FBgn0264959	suppressible	FBrf0241774	flybase
aop	FBgn0000097	spen	FBgn0016977	enhanceable	FBrf0125429	flybase
hiw	FBgn0030600	Fmr1	FBgn0028734	suppressible	FBrf0243358	flybase
Sulf1	FBgn0040271	Hs6st	FBgn0038755	suppressible	FBrf0211640	flybase
Bx	FBgn0265598	osa	FBgn0261885	suppressible	FBrf0179340	flybase
Chi	FBgn0013764	Ssdp	FBgn0011481	enhanceable	FBrf0158882	flybase
w	FBgn0003996	Rm62	FBgn0003261	enhanceable	FBrf0076540	flybase
ctp	FBgn0011760	DCTN1-p150	FBgn0001108	enhanceable	FBrf0174932	flybase
ASPP	FBgn0034606	Src64B	FBgn0262733	suppressible	FBrf0202129	flybase
Sox14	FBgn0005612	Mical	FBgn0053208	suppressible	FBrf0209365	flybase
hop	FBgn0004864	Raf	FBgn0003079	suppressible	FBrf0147160	flybase
br	FBgn0283451	Rho1	FBgn0014020	enhanceable	FBrf0167639	flybase
if	FBgn0001250	msk	FBgn0026252	suppressible	FBrf0152039	flybase
sina	FBgn0003410	CE3-1	FBgn0063645	enhanceable	FBrf0149012	flybase
Dronc	FBgn0026404	Dark	FBgn0263864	suppressible	FBrf0132365	flybase
dsh	FBgn0000499	dlp	FBgn0041604	suppressible	FBrf0245720	flybase
E(spl)m4-BFM	FBgn0002629	H	FBgn0001169	suppressible	FBrf0111325	flybase
pyd	FBgn0262614	ena	FBgn0000578	enhanceable	FBrf0213894	flybase
y	FBgn0004034	su(Hw)	FBgn0003567	suppressible	FBrf0020044	flybase
smo	FBgn0003444	E(smoDN)1824	FBgn0083299	enhanceable	FBrf0188528	flybase
fu	FBgn0001079	Su(fu)	FBgn0005355	enhanceable	FBrf0065539	flybase
CycD	FBgn0010315	Hph	FBgn0264785	suppressible	FBrf0174538	flybase
Cdk4	FBgn0016131	Hph	FBgn0264785	suppressible	FBrf0174538	flybase
Raf	FBgn0003079	Dis3	FBgn0039183	enhanceable	FBrf0232581	flybase
FASN1	FBgn0283427	Cds	FBgn0010350	suppressible	FBrf0252285	flybase
ZnT86D	FBgn0037875	Zip48C	FBgn0033665	enhanceable	FBrf0227521	flybase
mir-8	FBgn0262432	Ser	FBgn0004197	suppressible	FBrf0213063	flybase
sog	FBgn0003463	Med	FBgn0288966	suppressible	FBrf0219593	flybase
Arpc4	FBgn0284255	Cdc42	FBgn0010341	suppressible	FBrf0253823	flybase
Delta	FBgn0000463	S	FBgn0003310	suppressible	FBrf0057610	flybase
Sema1a	FBgn0011259	shi	FBgn0003392	enhanceable	FBrf0160808	flybase
Ras85D	FBgn0003205	alph	FBgn0086361	enhanceable	FBrf0190087	flybase
if	FBgn0001250	Tsp	FBgn0031850	enhanceable	FBrf0201519	flybase
cac	FBgn0263111	P32	FBgn0034259	enhanceable	FBrf0217628	flybase
Abl	FBgn0000017	Lar	FBgn0000464	suppressible	FBrf0152273	flybase
Pink1	FBgn0029891	Lon	FBgn0036892	enhanceable	FBrf0225184	flybase
hh	FBgn0004644	dpp	FBgn0000490	suppressible	FBrf0251061	flybase
aPKC	FBgn0261854	par-1	FBgn0260934	suppressible	FBrf0229884	flybase
sev	FBgn0003366	kay	FBgn0001297	suppressible	FBrf0136943	flybase
TBPH	FBgn0025790	CG30122	FBgn0050122	enhanceable	FBrf0236460	flybase
hpo	FBgn0261456	ena	FBgn0000578	suppressible	FBrf0221807	flybase
Zip71B	FBgn0036461	Zip102B	FBgn0039902	enhanceable	FBrf0227521	flybase
E(z)	FBgn0000629	aurA	FBgn0000147	enhanceable	FBrf0141551	flybase
ocm	FBgn0266083	msl-2	FBgn0005616	suppressible	FBrf0221248	flybase
Ret	FBgn0011829	stg	FBgn0003525	enhanceable	FBrf0190765	flybase
Hmgcr	FBgn0263782	Mdr49	FBgn0004512	suppressible	FBrf0207632	flybase
faf	FBgn0005632	pbl	FBgn0003041	enhanceable	FBrf0192865	flybase
LIMK1	FBgn0283712	tsr	FBgn0011726	suppressible	FBrf0190083	flybase
TBPH	FBgn0025790	rump	FBgn0267790	suppressible	FBrf0236460	flybase
upd3	FBgn0053542	dome	FBgn0043903	suppressible	FBrf0248800	flybase
wg	FBgn0284084	Nup154	FBgn0021761	suppressible	FBrf0203146	flybase
Delta	FBgn0000463	Psn	FBgn0284421	enhanceable	FBrf0111379	flybase
para	FBgn0285944	cac	FBgn0263111	suppressible	FBrf0230696	flybase
rho	FBgn0004635	sens	FBgn0002573	enhanceable	FBrf0167533	flybase
ru	FBgn0003295	sens	FBgn0002573	enhanceable	FBrf0167533	flybase
pan	FBgn0085432	arm	FBgn0000117	suppressible	FBrf0132357	flybase
Hrb98DE	FBgn0001215	Parg	FBgn0023216	enhanceable	FBrf0217856	flybase
rpr	FBgn0011706	Diap1	FBgn0260635	suppressible	FBrf0085196	flybase
side-IV	FBgn0038156	beat-IIb	FBgn0038494	suppressible	FBrf0258900	flybase
Pc	FBgn0003042	trx	FBgn0003862	suppressible	FBrf0048952	flybase
YME1L	FBgn0034792	HtrA2	FBgn0038233	suppressible	FBrf0230561	flybase
hid	FBgn0003997	emb	FBgn0020497	enhanceable	FBrf0202746	flybase
PGRP-LF	FBgn0035977	hep	FBgn0010303	suppressible	FBrf0204914	flybase
sll	FBgn0038524	wg	FBgn0284084	suppressible	FBrf0160752	flybase
Blos1	FBgn0050077	Dysb	FBgn0036819	suppressible	FBrf0227264	flybase
Acn	FBgn0263198	PpD6	FBgn0005779	enhanceable	FBrf0252465	flybase
Xbp1	FBgn0021872	bsk	FBgn0000229	suppressible	FBrf0228364	flybase
Egfr	FBgn0003731	msn	FBgn0010909	enhanceable	FBrf0190765	flybase
yki	FBgn0034970	Ncoa6	FBgn0031698	suppressible	FBrf0226375	flybase
pbl	FBgn0003041	Rho1	FBgn0014020	suppressible	FBrf0111464	flybase
Egfr	FBgn0003731	E(Egfr)B56	FBgn0023224	enhanceable	FBrf0099460	flybase
Usp47	FBgn0016756	ttk	FBgn0003870	enhanceable	FBrf0204221	flybase
mbl	FBgn0265487	bru1	FBgn0000114	enhanceable	FBrf0210274	flybase
aop	FBgn0000097	Sos	FBgn0001965	enhanceable	FBrf0125429	flybase
gcm	FBgn0014179	l(2)gd1	FBgn0261983	suppressible	FBrf0220515	flybase
crb	FBgn0259685	galla-1	FBgn0034543	suppressible	FBrf0228544	flybase
esg	FBgn0287768	pros	FBgn0004595	suppressible	FBrf0235373	flybase
emc	FBgn0000575	RpS17	FBgn0005533	suppressible	FBrf0216641	flybase
hep	FBgn0010303	dsh	FBgn0000499	suppressible	FBrf0155993	flybase
Khc	FBgn0001308	Dhc64C	FBgn0261797	enhanceable	FBrf0112115	flybase
Poxm	FBgn0003129	Myc	FBgn0262656	suppressible	FBrf0138373	flybase
egr	FBgn0033483	Tab2	FBgn0086358	suppressible	FBrf0190722	flybase
mars	FBgn0033845	Tlk	FBgn0283657	enhanceable	FBrf0208159	flybase
su(Hw)	FBgn0003567	Pc	FBgn0003042	enhanceable	FBrf0135809	flybase
y	FBgn0004034	Pc	FBgn0003042	enhanceable	FBrf0135809	flybase
Pvr	FBgn0032006	Diap1	FBgn0260635	suppressible	FBrf0179220	flybase
Nrx-1	FBgn0038975	CASK	FBgn0013759	enhanceable	FBrf0215389	flybase
Abd-B	FBgn0000015	gpp	FBgn0264495	enhanceable	FBrf0183454	flybase
dpp	FBgn0000490	dally	FBgn0263930	suppressible	FBrf0099288	flybase
sicily	FBgn0030352	Sln	FBgn0033657	suppressible	FBrf0237138	flybase
Fs(2)Ket	FBgn0262743	Kap-α3	FBgn0027338	enhanceable	FBrf0217601	flybase
Src42A	FBgn0264959	Egfr	FBgn0003731	suppressible	FBrf0107534	flybase
Dysb	FBgn0036819	comt	FBgn0000346	suppressible	FBrf0228417	flybase
btl::Egfr	FBgn0022739	if	FBgn0001250	suppressible	FBrf0228202	flybase
hoip	FBgn0286786	Tm2	FBgn0004117	suppressible	FBrf0229781	flybase
Gαo	FBgn0001122	Gγ1	FBgn0004921	suppressible	FBrf0191444	flybase
Dscam1	FBgn0033159	fra	FBgn0011592	enhanceable	FBrf0234009	flybase
lz	FBgn0002576	Bgb	FBgn0013753	suppressible	FBrf0110190	flybase
fra	FBgn0011592	Src42A	FBgn0264959	suppressible	FBrf0220366	flybase
fra	FBgn0011592	Src64B	FBgn0262733	suppressible	FBrf0220366	flybase
kon	FBgn0032683	mtm	FBgn0025742	suppressible	FBrf0248077	flybase
CCT4	FBgn0032444	Rheb	FBgn0041191	enhanceable	FBrf0242663	flybase
Tace	FBgn0039734	bmm	FBgn0036449	suppressible	FBrf0246645	flybase
Mmp2	FBgn0033438	dlp	FBgn0041604	enhanceable	FBrf0226404	flybase
Atg1	FBgn0260945	Gyf	FBgn0039936	suppressible	FBrf0229257	flybase
Atg13	FBgn0261108	Gyf	FBgn0039936	suppressible	FBrf0229257	flybase
v	FBgn0003965	su(sable)	FBgn0003575	suppressible	FBrf0049919	flybase
Abl	FBgn0000017	wit	FBgn0024179	suppressible	FBrf0242076	flybase
Pink1	FBgn0029891	park	FBgn0041100	enhanceable	FBrf0206306	flybase
Vang	FBgn0015838	bdg	FBgn0034049	enhanceable	FBrf0202327	flybase
Pink1	FBgn0029891	Drp1	FBgn0026479	suppressible	FBrf0207317	flybase
gcm	FBgn0014179	Su(H)	FBgn0004837	suppressible	FBrf0220515	flybase
DCTN1-p150	FBgn0001108	Dhc64C	FBgn0261797	enhanceable	FBrf0084178	flybase
ro	FBgn0003267	ptc	FBgn0003892	enhanceable	FBrf0131272	flybase
ft	FBgn0001075	app	FBgn0260941	suppressible	FBrf0206015	flybase
ed	FBgn0000547	Nrg	FBgn0264975	enhanceable	FBrf0158885	flybase
fz	FBgn0001085	fz::fz2	FBgn0042640	suppressible	FBrf0179518	flybase
CycE	FBgn0010382	S(CycE<up>JP</up>)3.2	FBgn0082626	suppressible	FBrf0180291	flybase
α-Cat	FBgn0010215	α-Cat::shg	FBgn0266997	suppressible	FBrf0217336	flybase
Pi3K92E	FBgn0015279	grnd	FBgn0032682	suppressible	FBrf0244419	flybase
btl::Egfr	FBgn0022739	grnd	FBgn0032682	suppressible	FBrf0244419	flybase
dlg1	FBgn0001624	Tl	FBgn0262473	suppressible	FBrf0224358	flybase
Akr1B	FBgn0086254	Mondo	FBgn0032940	suppressible	FBrf0253831	flybase
CG10638	FBgn0036290	Mondo	FBgn0032940	suppressible	FBrf0253831	flybase
comm	FBgn0010105	robo1::robo2	FBgn0261940	suppressible	FBrf0229066	flybase
Polr2A	FBgn0003277	Polr2B	FBgn0262955	suppressible	FBrf0103303	flybase
nanos	FBgn0002962	Hsp83	FBgn0001233	enhanceable	FBrf0202066	flybase
Ntan1	FBgn0034371	yki	FBgn0034970	suppressible	FBrf0239793	flybase
aos	FBgn0004569	cd	FBgn0263986	enhanceable	FBrf0214287	flybase
Psn	FBgn0284421	opa	FBgn0003002	enhanceable	FBrf0190744	flybase
Itpr	FBgn0010051	Ilp2	FBgn0036046	suppressible	FBrf0221428	flybase
Ras85D	FBgn0003205	EY3-4	FBgn0040327	enhanceable	FBrf0125429	flybase
Pi3K92E	FBgn0015279	Rheb	FBgn0041191	suppressible	FBrf0248000	flybase
btl::Egfr	FBgn0022739	Rheb	FBgn0041191	suppressible	FBrf0248000	flybase
sog	FBgn0003463	tkv	FBgn0003716	suppressible	FBrf0160375	flybase
shg	FBgn0003391	Myo61F	FBgn0010246	suppressible	FBrf0218056	flybase
Ret	FBgn0011829	l(3)S001405	FBgn0028242	enhanceable	FBrf0190765	flybase
Sos	FBgn0001965	sev	FBgn0003366	suppressible	FBrf0073598	flybase
Ih	FBgn0263397	Ekar	FBgn0039916	suppressible	FBrf0227998	flybase
sc	FBgn0004170	su(Hw)	FBgn0003567	suppressible	FBrf0108187	flybase
z	FBgn0004050	E(z)	FBgn0000629	suppressible	unattributed	flybase
sqd	FBgn0263396	Hrb27C	FBgn0004838	enhanceable	FBrf0174571	flybase
Alk	FBgn0040505	cnk	FBgn0286070	suppressible	FBrf0237050	flybase
pbl	FBgn0003041	Rac2	FBgn0014011	enhanceable	FBrf0199094	flybase
csw	FBgn0000382	mago	FBgn0002736	enhanceable	FBrf0212064	flybase
cac	FBgn0263111	Itpr	FBgn0010051	suppressible	FBrf0239815	flybase
TrpA1	FBgn0035934	Cam	FBgn0000253	suppressible	FBrf0220564	flybase
dome	FBgn0043903	Dronc	FBgn0026404	suppressible	FBrf0234404	flybase
fz	FBgn0001085	Wnt4	FBgn0010453	suppressible	FBrf0188380	flybase
Cul1	FBgn0015509	chico	FBgn0024248	suppressible	FBrf0258520	flybase
Fmr1	FBgn0028734	Cyfip	FBgn0038320	suppressible	FBrf0160918	flybase
rdgB	FBgn0003218	norpA	FBgn0262738	suppressible	FBrf0030443	flybase
wake	FBgn0266418	Hmgcr	FBgn0263782	suppressible	FBrf0253396	flybase
park	FBgn0041100	Uch	FBgn0010288	suppressible	FBrf0249425	flybase
park	FBgn0041100	Trim9	FBgn0051721	suppressible	FBrf0249425	flybase
Gyc76C	FBgn0266136	LanB2	FBgn0267348	enhanceable	FBrf0222190	flybase
kon	FBgn0032683	Kul	FBgn0039688	suppressible	FBrf0248077	flybase
Dcp-1	FBgn0010501	Atg18a	FBgn0035850	suppressible	FBrf0243748	flybase
Polr2A	FBgn0003277	su(RpII215)S3	FBgn0017420	suppressible	FBrf0103303	flybase
TBPH	FBgn0025790	Rab11	FBgn0015790	suppressible	FBrf0233584	flybase
Pink1	FBgn0029891	park	FBgn0041100	suppressible	FBrf0226804	flybase
Hrb27C	FBgn0004838	otu	FBgn0003023	suppressible	FBrf0174571	flybase
nej	FBgn0261617	lncRNA:Hsrω	FBgn0001234	suppressible	FBrf0211742	flybase
foxo	FBgn0038197	Tctp	FBgn0037874	suppressible	FBrf0253108	flybase
ninaE	FBgn0002940	norpA	FBgn0262738	suppressible	FBrf0174855	flybase
Torsin	FBgn0025615	Dd	FBgn0029067	suppressible	FBrf0250916	flybase
gcm	FBgn0014179	AGO1	FBgn0262739	suppressible	FBrf0220515	flybase
SNF4Aγ	FBgn0264357	Appl	FBgn0000108	suppressible	FBrf0217742	flybase
mRpS23	FBgn0260407	Tfb4	FBgn0031309	suppressible	FBrf0258753	flybase
kis	FBgn0266557	Egfr	FBgn0003731	suppressible	FBrf0242428	flybase
Itpr	FBgn0010051	Ras85D	FBgn0003205	suppressible	FBrf0229994	flybase
ago	FBgn0041171	scny	FBgn0260936	suppressible	FBrf0246146	flybase
Egfr	FBgn0003731	psidin	FBgn0243511	suppressible	FBrf0246078	flybase
scrib	FBgn0263289	psidin	FBgn0243511	suppressible	FBrf0246078	flybase
Rbf	FBgn0015799	Axn	FBgn0026597	enhanceable	FBrf0227016	flybase
Delta::N	FBgn0013820	Dcr-1	FBgn0039016	suppressible	FBrf0235708	flybase
sas	FBgn0002306	Ptp69D	FBgn0014007	enhanceable	FBrf0221841	flybase
Zip71B	FBgn0036461	foi	FBgn0024236	suppressible	FBrf0227521	flybase
Csk	FBgn0262081	Src64B	FBgn0262733	suppressible	FBrf0179404	flybase
rpr	FBgn0011706	klu	FBgn0013469	suppressible	FBrf0179423	flybase
egh	FBgn0001404	Pten	FBgn0026379	suppressible	FBrf0218176	flybase
hppy	FBgn0263395	S6k	FBgn0283472	enhanceable	FBrf0212911	flybase
Snoo	FBgn0085450	dpp	FBgn0000490	suppressible	FBrf0199308	flybase
shi	FBgn0003392	CDase	FBgn0039774	suppressible	FBrf0157218	flybase
ash1	FBgn0005386	Scm	FBgn0003334	enhanceable	FBrf0129826	flybase
trx	FBgn0003862	Scm	FBgn0003334	enhanceable	FBrf0129826	flybase
shi	FBgn0003392	awd	FBgn0000150	enhanceable	FBrf0152131	flybase
Sema1a	FBgn0011259	vari	FBgn0250785	enhanceable	FBrf0236763	flybase
clu	FBgn0034087	Drp1	FBgn0026479	suppressible	FBrf0253025	flybase
ninaE	FBgn0002940	sip3	FBgn0039875	suppressible	FBrf0247257	flybase
