Starting_gene_symbol	Starting_gene_FBgn	Interacting_gene_symbol	Interacting_gene_FBgn	Interaction_type	Publication_FBrf
sktl	FBgn0016984	baz	FBgn0000163	enhanceable	FBrf0206188
svr	FBgn0004648	y	FBgn0004034	suppressible	unattributed
Rrp4	FBgn0034879	Atg1	FBgn0260945	suppressible	FBrf0245116
MAPk-Ak2	FBgn0013987	Tak1	FBgn0026323	suppressible	FBrf0214607
Egfr	FBgn0003731	Su(tor)2-408	FBgn0014057	suppressible	FBrf0058535
btl::Egfr	FBgn0022739	Prp40	FBgn0031492	enhanceable	FBrf0187664
kuz	FBgn0259984	H	FBgn0001169	suppressible	FBrf0099884
hbs	FBgn0287864	sns	FBgn0024189	enhanceable	FBrf0207479
Fmr1	FBgn0028734	ppk	FBgn0020258	suppressible	FBrf0179520
rdgA	FBgn0261549	trp	FBgn0003861	suppressible	FBrf0184068
rg	FBgn0266098	bul	FBgn0000237	enhanceable	FBrf0149022
fz	FBgn0001085	ATP6AP2	FBgn0037671	suppressible	FBrf0211335
p120ctn	FBgn0260799	shg	FBgn0003391	enhanceable	FBrf0155865
ac	FBgn0000022	Egfr	FBgn0003731	suppressible	FBrf0052884
AdamTS-A	FBgn0286071	Cad99C	FBgn0039709	suppressible	FBrf0221272
mys	FBgn0004657	tnc	FBgn0039257	enhanceable	FBrf0210522
w	FBgn0003996	lncRNA:let7C	FBgn0263049	suppressible	FBrf0218990
dome	FBgn0043903	Su(var)2-10	FBgn0003612	suppressible	FBrf0151938
upd1	FBgn0004956	Brd	FBgn0000216	suppressible	FBrf0190752
park	FBgn0041100	Uch|Pyk	FBgn0010288|FBgn0267385	suppressible	FBrf0249425
mxc	FBgn0260789	Scm	FBgn0003334	enhanceable	FBrf0086384
Pka-R1	FBgn0259243	Pka-C1	FBgn0000273	suppressible	FBrf0108217
Mer	FBgn0086384	E(Mer)IIb	FBgn0044873	enhanceable	FBrf0136951
uif	FBgn0031879	N	FBgn0004647	enhanceable	FBrf0218242
sev	FBgn0003366	mask	FBgn0043884	suppressible	FBrf0141508
tor	FBgn0003733	Su(tor)3-293	FBgn0014064	suppressible	FBrf0058535
Syx1A	FBgn0013343	aop	FBgn0000097	suppressible	FBrf0188513
brm	FBgn0000212	mor	FBgn0002783	enhanceable	FBrf0187627
crb	FBgn0259685	Arp3	FBgn0262716	suppressible	FBrf0230708
Arr2	FBgn0000121	su(rdgA)40	FBgn0261448	suppressible	FBrf0220084
Pcl	FBgn0003044	mor	FBgn0002783	suppressible	FBrf0094223
jing	FBgn0086655	sim	FBgn0004666	enhanceable	FBrf0148962
S	FBgn0003310	ast	FBgn0015905	suppressible	unattributed
Raf::tor	FBgn0013724	mts	FBgn0004177	suppressible	FBrf0086675
pk	FBgn0003090	fz	FBgn0001085	suppressible	FBrf0162094
ksr::tor	FBgn0019804	Lk6	FBgn0017581	enhanceable	FBrf0131317
pnr	FBgn0003117	EP443	FBgn0062648	enhanceable	FBrf0147055
Delta	FBgn0000463	rumi	FBgn0086253	enhanceable	FBrf0204793
Pten	FBgn0026379	Ldh	FBgn0001258	suppressible	FBrf0248320
RpS3|yki	FBgn0002622|FBgn0034970	egr	FBgn0033483	suppressible	FBrf0249612
fra	FBgn0011592	robo1	FBgn0005631	suppressible	FBrf0200520
Catsup	FBgn0002022	btl	FBgn0285896	enhanceable	FBrf0200509
htl	FBgn0010389	hh	FBgn0004644	suppressible	FBrf0248914
z	FBgn0004050	Psc	FBgn0005624	suppressible	FBrf0082794
Prosβ6	FBgn0002284	H	FBgn0001169	enhanceable	FBrf0111484
Tl	FBgn0262473	Stat92E	FBgn0016917	suppressible	FBrf0155516
dsh	FBgn0000499	dx	FBgn0000524	suppressible	FBrf0218695
Rbf|yki	FBgn0015799|FBgn0034970	hth	FBgn0001235	suppressible	FBrf0258006
ph-p	FBgn0004861	brm	FBgn0000212	suppressible	FBrf0233652
acj6	FBgn0000028	vvl	FBgn0086680	enhanceable	FBrf0195086
Ras85D|p53|Apc|Pten	FBgn0003205|FBgn0039044|FBgn0015589|FBgn0026379	gig	FBgn0005198	enhanceable	FBrf0234055
Met	FBgn0002723	gce	FBgn0261703	enhanceable	FBrf0211496
asrij	FBgn0034793	Drp1	FBgn0026479	suppressible	FBrf0249569
TER94	FBgn0286784	Diap1	FBgn0260635	suppressible	FBrf0213078
sip2	FBgn0031878	feo	FBgn0030241	suppressible	FBrf0241925
if	FBgn0001250	csw	FBgn0000382	suppressible	FBrf0152039
Csk|ASPP	FBgn0262081|FBgn0034606	Btk	FBgn0003502	suppressible	FBrf0202129
Nf1	FBgn0015269	Pka-C1	FBgn0000273	enhanceable	FBrf0223429
kay	FBgn0001297	Jra::kay	FBgn0063925	suppressible	FBrf0149094
ksr::tor	FBgn0019804	Ras85D	FBgn0003205	enhanceable	FBrf0131405
Ras85D	FBgn0003205	SM3-6	FBgn0041616	suppressible	FBrf0127348
Kr	FBgn0001325	S	FBgn0003310	enhanceable	FBrf0129693
y	FBgn0004034	su(Hw)	FBgn0003567	suppressible	FBrf0057277
CycE	FBgn0010382	phyl	FBgn0013725	suppressible	FBrf0180291
Raf	FBgn0003079	ER2-7B	FBgn0016643	enhanceable	FBrf0087493
dpp|lolal	FBgn0000490|FBgn0022238	tkv	FBgn0003716	suppressible	FBrf0233506
Pink1	FBgn0029891	Mul1	FBgn0035483	enhanceable	FBrf0225307
pbl	FBgn0003041	Pfrx	FBgn0027621	suppressible	FBrf0199094
Fmr1	FBgn0028734	par-6	FBgn0026192	enhanceable	FBrf0183882
ct	FBgn0004198	Trx2	FBgn0040070	suppressible	FBrf0187644
elav	FBgn0260400	Rbp9	FBgn0010263	suppressible	FBrf0229345
shg	FBgn0003391	pan	FBgn0085432	enhanceable	FBrf0139643
yki	FBgn0034970	hth	FBgn0001235	suppressible	FBrf0216584
Xbp1	FBgn0021872	foxo	FBgn0038197	suppressible	FBrf0250195
N	FBgn0004647	sm	FBgn0003435	enhanceable	FBrf0202064
if	FBgn0001250	Raf	FBgn0003079	suppressible	FBrf0152039
dpp	FBgn0000490	l(2)gl	FBgn0002121	suppressible	FBrf0137221
gl	FBgn0004618	Rh7	FBgn0036260	enhanceable	FBrf0235590
rpr	FBgn0011706	Dronc	FBgn0026404	suppressible	FBrf0135877
egr|Ilp8	FBgn0033483|FBgn0036690	CtBP	FBgn0020496	enhanceable	FBrf0238208
Camta	FBgn0287478	Gαq	FBgn0004435	suppressible	FBrf0192912
Vav	FBgn0040068	Sos	FBgn0001965	enhanceable	FBrf0209937
Vap33	FBgn0029687	CG6048	FBgn0029827	suppressible	FBrf0226712
Pink1	FBgn0029891	Usp30	FBgn0029819	suppressible	FBrf0225665
eyg	FBgn0000625	ey	FBgn0005558	enhanceable	FBrf0160635
Sms	FBgn0036272	GstE1	FBgn0034335	suppressible	FBrf0237107
ave	FBgn0050476	Raf	FBgn0003079	suppressible	FBrf0190559
Raf	FBgn0003079	PDZ-GEF	FBgn0265778	enhanceable	FBrf0226731
yki	FBgn0034970	N|ImpL2	FBgn0004647|FBgn0001257	suppressible	FBrf0257974
Nct	FBgn0039234	N	FBgn0004647	suppressible	FBrf0141470
shg	FBgn0003391	Rho1	FBgn0014020	suppressible	FBrf0190288
Blm|mus312	FBgn0002906|FBgn0002909	spn-A	FBgn0003479	suppressible	FBrf0216460
Delta	FBgn0000463	Su(dx)	FBgn0003557	suppressible	FBrf0105825
slbo	FBgn0005638	Hsp27	FBgn0001226	suppressible	FBrf0101995
upd1	FBgn0004956	E(bx)	FBgn0000541	suppressible	FBrf0155786
robo2	FBgn0002543	Ptp69D	FBgn0014007	enhanceable	FBrf0233834
Vang	FBgn0015838	dgo	FBgn0086898	enhanceable	FBrf0162094
Pi3K92E|btl::Egfr	FBgn0015279|FBgn0022739	Rok	FBgn0026181	suppressible	FBrf0241775
pbl	FBgn0003041	mir-313	FBgn0262441	enhanceable	FBrf0199094
Dcp-1	FBgn0010501	Egfr	FBgn0003731	enhanceable	FBrf0209948
flw	FBgn0000711	RhoGEF2	FBgn0023172	suppressible	FBrf0213586
HP1b	FBgn0030082	htt	FBgn0027655	enhanceable	FBrf0227101
spz	FBgn0003495	Toll-7	FBgn0034476	suppressible	FBrf0222474
hep	FBgn0010303	chm	FBgn0028387	suppressible	FBrf0190553
psidin	FBgn0243511	Ubr1	FBgn0030809	suppressible	FBrf0257868
beag	FBgn0037660	Fas2	FBgn0000635	suppressible	FBrf0218385
ap	FBgn0267978	apb	FBgn0000101	enhanceable	unattributed
PlexB	FBgn0025740	PlexA	FBgn0025741	suppressible	FBrf0190270
Wnt5	FBgn0010194	drl	FBgn0015380	suppressible	FBrf0226680
Pc	FBgn0003042	lolal	FBgn0022238	enhanceable	FBrf0155961
Fmr1	FBgn0028734	dlp|Sdc	FBgn0041604|FBgn0010415	suppressible	FBrf0223211
SH3PX1	FBgn0040475	InR	FBgn0283499	suppressible	FBrf0242427
Ret	FBgn0011829	Jra	FBgn0001291	suppressible	FBrf0190765
Hipk	FBgn0035142	Stat92E	FBgn0016917	suppressible	FBrf0244428
ap|Bx	FBgn0267978|FBgn0265598	EP2-1080	FBgn0260803	suppressible	FBrf0202749
Delta	FBgn0000463	Not3	FBgn0033029	enhanceable	FBrf0239832
park	FBgn0041100	Cisd	FBgn0062442	suppressible	FBrf0258636
Ssdp	FBgn0011481	Gαs	FBgn0001123	enhanceable	FBrf0211594
ftz-f1	FBgn0001078	ftz	FBgn0001077	suppressible	FBrf0139794
Cds	FBgn0010350	Akt	FBgn0010379	suppressible	FBrf0224323
dpp	FBgn0000490	lolal	FBgn0022238	suppressible	FBrf0233506
peb	FBgn0003053	srp	FBgn0003507	enhanceable	FBrf0090577
w	FBgn0003996	Su(w<up>ch</up>)	FBgn0003639	suppressible	FBrf0053560
Pc	FBgn0003042	E(Pc)	FBgn0000581	enhanceable	FBrf0100633
ex	FBgn0004583	sd	FBgn0003345	suppressible	FBrf0221730
Diap1	FBgn0260635	Diap2	FBgn0015247	suppressible	FBrf0201142
obk	FBgn0024208	Hsp83	FBgn0001233	suppressible	FBrf0178980
CycE	FBgn0010382	RpS6	FBgn0261592	suppressible	FBrf0180291
sim	FBgn0004666	Egfr::tor	FBgn0014847	suppressible	FBrf0158813
sev|Ras85D	FBgn0003366|FBgn0003205	InR	FBgn0283499	suppressible	FBrf0105879
Myc	FBgn0262656	Dp	FBgn0011763	suppressible	FBrf0174447
lace	FBgn0002524	arm	FBgn0000117	suppressible	FBrf0223311
pbl	FBgn0003041	Rac2	FBgn0014011	suppressible	FBrf0199094
scrib	FBgn0263289	hep	FBgn0010303	suppressible	FBrf0227898
Pi3K92E	FBgn0015279	Sesn	FBgn0034897	enhanceable	FBrf0210161
Dsp1	FBgn0278608	Pc	FBgn0003042	suppressible	FBrf0132331
okr	FBgn0002989	c(2)M	FBgn0028525	enhanceable	FBrf0180102
Abl	FBgn0000017	fax	FBgn0014163	enhanceable	FBrf0127511
PRL-1	FBgn0024734	uex	FBgn0262124	suppressible	FBrf0243653
gl	FBgn0004618	rn	FBgn0267337	enhanceable	FBrf0087580
TrpA1	FBgn0035934	TkR86C	FBgn0004841	suppressible	FBrf0223835
Arr2	FBgn0000121	lace	FBgn0002524	suppressible	FBrf0157218
sgg	FBgn0003371	Axn	FBgn0026597	suppressible	FBrf0132322
p53	FBgn0039044	dap	FBgn0010316	suppressible	FBrf0210741
sens	FBgn0002573	ro	FBgn0003267	suppressible	FBrf0141686
Dp|E2f1	FBgn0011763|FBgn0011766	ksh-15	FBgn0028632	enhanceable	FBrf0111491
Fmr1	FBgn0028734	Top3β	FBgn0026015	enhanceable	FBrf0223174
shi	FBgn0003392	ctp	FBgn0011760	enhanceable	FBrf0188025
Delta	FBgn0000463	E(Delta)F25	FBgn0010028	enhanceable	FBrf0057610
Pink1	FBgn0029891	cnc	FBgn0262975	suppressible	FBrf0249408
tral	FBgn0041775	Zfrp8	FBgn0021875	suppressible	FBrf0230996
neur	FBgn0002932	eff	FBgn0011217	suppressible	FBrf0141465
elfless	FBgn0032660	Dronc	FBgn0026404	suppressible	FBrf0207312
sgg	FBgn0003371	myo	FBgn0026199	suppressible	FBrf0235961
upd1	FBgn0004956	CCT7	FBgn0037632	suppressible	FBrf0190752
l(2)gl	FBgn0002121	CG7379	FBgn0038546	enhanceable	FBrf0251025
r	FBgn0003189	e(r)	FBgn0011586	enhanceable	FBrf0192961
Uba1	FBgn0023143	Ras85D	FBgn0003205	suppressible	FBrf0207806
Snoo	FBgn0085450	babo	FBgn0011300	suppressible	FBrf0199308
Pink1	FBgn0029891	Lon	FBgn0036892	suppressible	FBrf0225184
Nop60B	FBgn0259937	wg	FBgn0284084	enhanceable	FBrf0227912
hid	FBgn0003997	mir-ban	FBgn0262451	suppressible	FBrf0158764
Apc2|Apc	FBgn0026598|FBgn0015589	Ras85D	FBgn0003205	suppressible	FBrf0221572
boi	FBgn0040388	ihog	FBgn0031872	suppressible	FBrf0212398
Drp1	FBgn0026479	Sod1	FBgn0003462	suppressible	FBrf0256673
aos	FBgn0004569	sty	FBgn0014388	suppressible	FBrf0107641
B-H1	FBgn0011758	sev	FBgn0003366	suppressible	FBrf0104448
Ser	FBgn0004197	fng	FBgn0011591	suppressible	FBrf0103296
trbl	FBgn0028978	N	FBgn0004647	enhanceable	FBrf0128367
fu	FBgn0001079	smo	FBgn0003444	suppressible	FBrf0202382
mir-14	FBgn0262447	sug	FBgn0033782	suppressible	FBrf0212621
dpy	FBgn0053196	Sar1	FBgn0038947	enhanceable	FBrf0251682
kn	FBgn0001319	Egfr	FBgn0003731	suppressible	FBrf0052884
Scr	FBgn0003339	Dsp1	FBgn0278608	enhanceable	FBrf0132331
Brkd	FBgn0084463	para	FBgn0285944	suppressible	FBrf0174798
Camta	FBgn0287478	Fbxl4	FBgn0030555	suppressible	FBrf0192912
lap	FBgn0086372	D1	FBgn0000412	enhanceable	FBrf0194564
Pi3K92E|btl::Egfr	FBgn0015279|FBgn0022739	sqh	FBgn0003514	suppressible	FBrf0241775
ZnT86D	FBgn0037875	ZnT77C	FBgn0037000	enhanceable	FBrf0227521
svp	FBgn0003651	rin	FBgn0015778	suppressible	FBrf0127269
hh	FBgn0004644	oro	FBgn0020263	enhanceable	FBrf0093093
srp	FBgn0003507	ush	FBgn0003963	suppressible	FBrf0167995
N	FBgn0004647	E(spl)mγ-HLH	FBgn0002735	enhanceable	FBrf0108430
gfzf	FBgn0250732	GstS1	FBgn0010226	suppressible	FBrf0242834
bchs	FBgn0043362	Sumo	FBgn0264922	enhanceable	FBrf0201586
tor	FBgn0003733	Su(tor)2-93	FBgn0014061	suppressible	FBrf0058535
Ciao1	FBgn0033972	galla-2	FBgn0036107	suppressible	FBrf0245667
E2f1	FBgn0011766	Su(E1)-A	FBgn0262767	suppressible	FBrf0209056
Dhpr	FBgn0035964	nanos	FBgn0002962	enhanceable	FBrf0243587
grim	FBgn0015946	Diap1	FBgn0260635	enhanceable	FBrf0209343
unc-5	FBgn0034013	NetA|NetB	FBgn0015773|FBgn0015774	suppressible	FBrf0191277
pnr	FBgn0003117	glec	FBgn0015229	enhanceable	FBrf0147055
sog	FBgn0003463	faf	FBgn0005632	suppressible	FBrf0219593
vtd	FBgn0260987	Atg18a	FBgn0035850	enhanceable	FBrf0234422
Traf-like	FBgn0030748	G6pd	FBgn0004057	suppressible	FBrf0238353
brat	FBgn0010300	erm	FBgn0031375	suppressible	FBrf0224828
nudE	FBgn0036059	Lis-1	FBgn0015754	suppressible	FBrf0228614
sesB	FBgn0003360	shi	FBgn0003392	enhanceable	FBrf0179487
grim	FBgn0015946	Buffy	FBgn0040491	suppressible	FBrf0212047
sev	FBgn0003366	Cbl	FBgn0020224	suppressible	FBrf0210285
Ire1	FBgn0261984	Atg14	FBgn0039636	suppressible	FBrf0258210
Ras85D	FBgn0003205	Ptp61F	FBgn0267487	enhanceable	FBrf0226348
H	FBgn0001169	Su(H)	FBgn0004837	enhanceable	FBrf0076038
Gk2	FBgn0035266	bw	FBgn0000241	suppressible	FBrf0217823
H	FBgn0001169	Eip78C	FBgn0004865	enhanceable	FBrf0190751
smo	FBgn0003444	TSG101	FBgn0036666	enhanceable	FBrf0223342
E2f1	FBgn0011766	cbt	FBgn0043364	suppressible	FBrf0248123
asp	FBgn0000140	rl	FBgn0003256	suppressible	FBrf0102574
mew	FBgn0004456	Tsp	FBgn0031850	enhanceable	FBrf0201519
robo1|sli	FBgn0005631|FBgn0264089	Abl	FBgn0000017	enhanceable	FBrf0162201
peb	FBgn0003053	vkg	FBgn0016075	enhanceable	FBrf0180294
upd1	FBgn0004956	CG4306	FBgn0036787	suppressible	FBrf0190752
mod(mdg4)	FBgn0002781	Su(mg)1-1	FBgn0023166	suppressible	FBrf0099893
Vang	FBgn0015838	pk	FBgn0003090	enhanceable	FBrf0158881
repo	FBgn0011701	NimC4|drpr	FBgn0260011|FBgn0027594	suppressible	FBrf0225975
ey	FBgn0005558	eyg	FBgn0000625	suppressible	FBrf0160635
arm	FBgn0000117	CtBP	FBgn0020496	suppressible	FBrf0192637
Myc	FBgn0262656	ago	FBgn0041171	enhanceable	FBrf0193047
Adv	FBgn0004614	pan	FBgn0085432	enhanceable	FBrf0155819
hiw	FBgn0030600	wnd	FBgn0036896	suppressible	FBrf0243358
aos	FBgn0004569	E-3c7	FBgn0084112	enhanceable	FBrf0190712
dsh	FBgn0000499	pk	FBgn0003090	suppressible	FBrf0188147
faf	FBgn0005632	pnt	FBgn0003118	suppressible	FBrf0099843
Pink1	FBgn0029891	β4GalNAcTA	FBgn0027538	suppressible	FBrf0213658
yki	FBgn0034970	AlaRS	FBgn0027094	suppressible	FBrf0244980
Atg8a	FBgn0052672	Atg8b	FBgn0038539	suppressible	FBrf0251487
dpp	FBgn0000490	puc	FBgn0243512	enhanceable	FBrf0108559
gcm	FBgn0014179	hkb	FBgn0261434	suppressible	FBrf0220515
p38a|p38b	FBgn0015765|FBgn0024846	Sod2	FBgn0010213	suppressible	FBrf0216446
Atat	FBgn0035989	Cep97	FBgn0031575	enhanceable	FBrf0246316
Nop17l	FBgn0033224	flw	FBgn0000711	suppressible	FBrf0194330
ey	FBgn0005558	eyg	FBgn0000625	enhanceable	FBrf0160635
klar	FBgn0001316	Msp300	FBgn0261836	enhanceable	FBrf0219334
elav	FBgn0260400	comm	FBgn0010105	suppressible	FBrf0193348
Pink1	FBgn0029891	Zip99C	FBgn0039714	suppressible	FBrf0252834
Zip71B	FBgn0036461	Catsup	FBgn0002022	enhanceable	FBrf0227521
stg	FBgn0003525	mod	FBgn0002780	enhanceable	FBrf0160842
egh	FBgn0001404	Akt	FBgn0010379	suppressible	FBrf0218176
Snr1	FBgn0011715	HDAC3	FBgn0025825	enhanceable	FBrf0180290
Ir56b	FBgn0034456	Ir76b	FBgn0036937	suppressible	FBrf0253240
dx	FBgn0000524	Nle	FBgn0021874	suppressible	FBrf0105918
sky	FBgn0032901	shrb	FBgn0086656	suppressible	FBrf0213384
Ret	FBgn0011829	Sin3A	FBgn0022764	enhanceable	FBrf0190765
fy	FBgn0001084	frtz	FBgn0086698	enhanceable	FBrf0187636
N	FBgn0004647	Akt	FBgn0010379	suppressible	FBrf0223692
cindr	FBgn0027598	CG32369	FBgn0052369	suppressible	FBrf0237191
Itpr	FBgn0010051	Dcr-2	FBgn0034246	enhanceable	FBrf0209847
Pi3K59F	FBgn0015277	Buffy	FBgn0040491	enhanceable	FBrf0233893
cact	FBgn0000250	cactin	FBgn0031114	enhanceable	FBrf0128552
Mad|tkv	FBgn0011648|FBgn0003716	yki	FBgn0034970	enhanceable	FBrf0212763
dia	FBgn0011202	yki	FBgn0034970	suppressible	FBrf0213953
sev|Ras85D	FBgn0003366|FBgn0003205	sr|l(3)06948a	FBgn0003499|FBgn0026216	suppressible	FBrf0105879
kay	FBgn0001297	sgg	FBgn0003371	enhanceable	FBrf0207092
Ras85D	FBgn0003205	Pka-C1	FBgn0000273	suppressible	FBrf0211181
phyl	FBgn0013725	sina	FBgn0003410	suppressible	FBrf0098364
btl|stumps	FBgn0285896|FBgn0020299	EP595b	FBgn0043586	suppressible	FBrf0187664
Usp14	FBgn0032216	Ubi-p63E	FBgn0003943	enhanceable	FBrf0244645
Antp	FBgn0260642	osa	FBgn0261885	suppressible	FBrf0190761
trn	FBgn0010452	caps	FBgn0023095	enhanceable	FBrf0193895
mTor	FBgn0021796	sev	FBgn0003366	suppressible	FBrf0245151
crol	FBgn0020309	sgg	FBgn0003371	suppressible	FBrf0207008
N	FBgn0004647	E(spl)mβ-HLH	FBgn0002733	suppressible	FBrf0108430
z	FBgn0004050	Su(z)2	FBgn0265623	suppressible	FBrf0050577
Nf1	FBgn0015269	dnc	FBgn0000479	suppressible	FBrf0138535
Ras85D	FBgn0003205	rl	FBgn0003256	suppressible	FBrf0244504
ksr::tor	FBgn0019804	MESK4	FBgn0043069	suppressible	FBrf0131317
shg	FBgn0003391	arm	FBgn0000117	enhanceable	FBrf0123026
Pi3K92E|btl::Egfr	FBgn0015279|FBgn0022739	Cdc42	FBgn0010341	suppressible	FBrf0241775
DAAM	FBgn0025641	Vang	FBgn0015838	enhanceable	FBrf0229019
Mkp3	FBgn0036844	Egfr	FBgn0003731	enhanceable	FBrf0160889
pbl|Sema1a	FBgn0003041|FBgn0011259	PlexA	FBgn0025741	suppressible	FBrf0219982
Pld	FBgn0286511	rdgA	FBgn0261549	suppressible	FBrf0234086
Arf6|Dcr-2	FBgn0013750|FBgn0034246	hbs	FBgn0287864	enhanceable	FBrf0216708
pnr	FBgn0003117	EP2087	FBgn0062678	enhanceable	FBrf0147055
Delta	FBgn0000463	DCTN1-p150	FBgn0001108	suppressible	FBrf0205741
svp	FBgn0003651	Sos	FBgn0001965	enhanceable	FBrf0076133
atos	FBgn0033638	CG9331	FBgn0032889	suppressible	FBrf0253729
N	FBgn0004647	E(spl)m8-HLH	FBgn0000591	enhanceable	FBrf0049904
kud	FBgn0036667	Msp300	FBgn0261836	suppressible	FBrf0236591
Ubx	FBgn0003944	Pc	FBgn0003042	enhanceable	FBrf0235922
mgr	FBgn0264694	βTub56D	FBgn0284243	enhanceable	FBrf0218047
αSnap	FBgn0250791	spz3	FBgn0031959	suppressible	FBrf0237238
lncRNA:roX1	FBgn0019661	AGO2	FBgn0087035	enhanceable	FBrf0218921
Atx2	FBgn0041188	per	FBgn0003068	suppressible	FBrf0221582
Nsf2	FBgn0266464	Cds	FBgn0010350	suppressible	FBrf0187645
hh	FBgn0004644	ptc	FBgn0003892	suppressible	FBrf0127415
upd1	FBgn0004956	NFAT	FBgn0030505	suppressible	FBrf0190752
Snr1	FBgn0011715	lawc	FBgn0262976	enhanceable	FBrf0174517
ttk	FBgn0003870	phyl	FBgn0013725	suppressible	FBrf0237755
Dora	FBgn0085430	capu	FBgn0000256	suppressible	FBrf0254181
egr	FBgn0033483	CtBP	FBgn0020496	enhanceable	FBrf0238208
Drl-2	FBgn0033791	drl	FBgn0015380	enhanceable	FBrf0207647
Antp	FBgn0260642	Ubx	FBgn0003944	suppressible	FBrf0108881
dsh	FBgn0000499	Axn	FBgn0026597	suppressible	FBrf0149026
su(Hw)|w	FBgn0003567|FBgn0003996	Scm	FBgn0003334	enhanceable	FBrf0135809
stan	FBgn0024836	dgo	FBgn0086898	enhanceable	FBrf0148945
upd1	FBgn0004956	Csk	FBgn0262081	enhanceable	FBrf0179404
aos	FBgn0004569	Pi3K68D	FBgn0015278	suppressible	FBrf0167897
tna	FBgn0026160	kis	FBgn0266557	enhanceable	FBrf0155711
numb	FBgn0002973	spdo	FBgn0260440	suppressible	FBrf0102830
Hayan	FBgn0030925	Prx2	FBgn0040309	suppressible	FBrf0217593
mod(mdg4)|ct	FBgn0002781|FBgn0004198	su(Hw)	FBgn0003567	enhanceable	FBrf0222817
cindr	FBgn0027598	tsr	FBgn0011726	enhanceable	FBrf0204348
Ras85D	FBgn0003205	mts	FBgn0004177	enhanceable	FBrf0087493
Egfr	FBgn0003731	E(Egfr)C12	FBgn0023223	enhanceable	FBrf0099460
tkv	FBgn0003716	E(spl)mβ-HLH	FBgn0002733	suppressible	FBrf0092741
yki	FBgn0034970	brm	FBgn0000212	enhanceable	FBrf0223022
mys	FBgn0004657	wb	FBgn0261563	enhanceable	FBrf0157157
Pink1	FBgn0029891	ND-42	FBgn0019957	suppressible	FBrf0224683
p	FBgn0086679	Rab32	FBgn0002567	enhanceable	FBrf0192474
Psi	FBgn0014870	Exn	FBgn0261547	suppressible	FBrf0255561
Egfr	FBgn0003731	H	FBgn0001169	enhanceable	FBrf0052884
hfp	FBgn0028577	hay	FBgn0001179	suppressible	FBrf0211524
sina	FBgn0003410	phyl	FBgn0013725	enhanceable	FBrf0138359
Pink1	FBgn0029891	Drp1	FBgn0026479	enhanceable	FBrf0207317
Tao	FBgn0031030	Fas2	FBgn0000635	suppressible	FBrf0220436
Vang	FBgn0015838	fz|fz2	FBgn0001085|FBgn0016797	enhanceable	FBrf0247081
Wee1	FBgn0011737	trbl	FBgn0028978	enhanceable	FBrf0149024
Nadk1a	FBgn0033853	srl	FBgn0037248	suppressible	FBrf0252285
slim	FBgn0261477	Ask1	FBgn0014006	suppressible	FBrf0220253
msi	FBgn0011666	sina	FBgn0003410	enhanceable	FBrf0135902
Strip	FBgn0035437	Rab5	FBgn0014010	suppressible	FBrf0226534
twi	FBgn0003900	da	FBgn0267821	enhanceable	FBrf0138569
ZnT86D	FBgn0037875	Zip88E	FBgn0038312	enhanceable	FBrf0227521
Ubx	FBgn0003944	Gug	FBgn0010825	enhanceable	FBrf0180288
arm	FBgn0000117	Egfr	FBgn0003731	enhanceable	FBrf0134599
Egfr	FBgn0003731	Sos	FBgn0001965	suppressible	FBrf0058535
Sin1	FBgn0033935	mew|mys	FBgn0004456|FBgn0004657	suppressible	FBrf0217239
brm	FBgn0000212	stj	FBgn0261041	suppressible	FBrf0241270
pbl	FBgn0003041	Mbs	FBgn0005536	enhanceable	FBrf0199094
spi	FBgn0005672	sty	FBgn0014388	enhanceable	FBrf0107641
N	FBgn0004647	E(spl)m8-HLH::E(spl)m5-HLH	FBgn0020662	enhanceable	FBrf0111441
hb	FBgn0001180	ftz	FBgn0001077	enhanceable	FBrf0046027
Su(H)	FBgn0004837	N	FBgn0004647	enhanceable	FBrf0132042
DopEcR	FBgn0035538	Egfr	FBgn0003731	suppressible	FBrf0232112
Rap1	FBgn0004636	Rgl	FBgn0026376	suppressible	FBrf0155960
Det	FBgn0264291	hts	FBgn0263391	suppressible	FBrf0222435
btl|stumps	FBgn0285896|FBgn0020299	Dlc90F	FBgn0024432	enhanceable	FBrf0187664
z	FBgn0004050	Su(z)6	FBgn0003647	suppressible	FBrf0026500
pan	FBgn0085432	tws	FBgn0004889	enhanceable	FBrf0174550
y	FBgn0004034	mod(mdg4)	FBgn0002781	suppressible	FBrf0100803
Ask1	FBgn0014006	p38c	FBgn0267339	suppressible	FBrf0215011
pbl	FBgn0003041	CHES-1-like	FBgn0029504	enhanceable	FBrf0199094
tau	FBgn0266579	Eb1	FBgn0027066	suppressible	FBrf0249483
Appl	FBgn0000108	Bace	FBgn0032049	suppressible	FBrf0219983
MTF-1	FBgn0040305	Ctr1B	FBgn0062412	suppressible	FBrf0217154
tkv	FBgn0003716	Snr1	FBgn0011715	enhanceable	FBrf0174517
sgg	FBgn0003371	Psn	FBgn0284421	enhanceable	FBrf0241721
mahj	FBgn0034641	puc	FBgn0243512	suppressible	FBrf0211298
Fmr1	FBgn0028734	pAbp	FBgn0265297	suppressible	FBrf0208636
Abl	FBgn0000017	ena	FBgn0000578	suppressible	FBrf0259153
br	FBgn0283451	E(br)72	FBgn0069443	enhanceable	FBrf0167639
