protein_1_locus	protein_1_name	protein_2_locus	protein_2_name	evidence	source
BSU_40890	RpsR	BSU_15080	RpmF	experimental	string-db
BSU_40890	RpsR	BSU_35310	Hpf	experimental	string-db
BSU_40890	RpsR	BSU_40910	RpsF	experimental	string-db
BSU_40890	RpsR	BSU_01500	RpsI	experimental	string-db
BSU_40890	RpsR	BSU_01320	RplR	experimental	string-db
BSU_40890	RpsR	BSU_24900	RpmGA	experimental	string-db
BSU_40890	RpsR	BSU_23880	MifM	experimental	string-db
BSU_40890	RpsR	BSU_01170	RplD	experimental	string-db
BSU_40890	RpsR	BSU_16680	RpsO	experimental	string-db
BSU_40890	RpsR	BSU_01040	RplJ	experimental	string-db
BSU_40890	RpsR	BSU_01180	RplW	experimental	string-db
BSU_40890	RpsR	BSU_15990	RpsP	experimental	string-db
BSU_40890	RpsR	BSU_01270	RplX	experimental	string-db
BSU_40890	RpsR	BSU_15980	Ffh	experimental	string-db
BSU_40890	RpsR	BSU_16040	RplS	experimental	string-db
BSU_40890	RpsR	BSU_01280	RplE	experimental	string-db
BSU_40890	RpsR	BSU_27940	RpmA	experimental	string-db
BSU_40890	RpsR	BSU_25410	RpsU	experimental	string-db
BSU_40890	RpsR	BSU_01250	RpsQ	experimental	string-db
BSU_40890	RpsR	BSU_01110	RpsG	experimental	string-db
BSU_40890	RpsR	BSU_00630	YabR	database	string-db
BSU_40890	RpsR	BSU_01330	RpsE	experimental	string-db
BSU_40890	RpsR	BSU_40500	RplI	experimental	string-db
BSU_40890	RpsR	BSU_01260	RplNA	experimental	string-db
BSU_40890	RpsR	BSU_27960	RplU	experimental	string-db
BSU_40890	RpsR	BSU_01490	RplM	experimental	string-db
BSU_40890	RpsR	BSU_15820	RpmB	experimental	string-db
BSU_40890	RpsR	BSU_01210	RplV	experimental	string-db
BSU_40890	RpsR	BSU_27600	Rsh	experimental	string-db
BSU_40890	RpsR	BSU_25550	RpsT	experimental	string-db
BSU_40890	RpsR	BSU_01020	RplK	experimental	string-db
BSU_40890	RpsR	BSU_28580	MutSB	experimental	string-db
BSU_40890	RpsR	BSU_22880	RpfA	database	string-db
BSU_40890	RpsR	BSU_01340	RpmD	experimental	string-db
BSU_40890	RpsR	BSU_16490	RpsB	experimental	string-db
BSU_40890	RpsR	BSU_01190	RplB	experimental	string-db
BSU_40890	RpsR	BSU_05610	VmlR	experimental	string-db
BSU_40890	RpsR	BSU_01420	RpsK	experimental	string-db
BSU_40890	RpsR	BSU_01200	RpsS	experimental	string-db
BSU_40900	SsbA	BSU_16940	RecA	textmined	string-db
BSU_40900	SsbA	BSU_25210	DnaG	textmined	string-db
BSU_40900	SsbA	BSU_24300	XseA	experimental	string-db
BSU_40910	RpsF	BSU_16490	RpsB	experimental	string-db
BSU_40910	RpsF	BSU_01340	RpmD	experimental	string-db
BSU_40910	RpsF	BSU_01190	RplB	experimental	string-db
BSU_40910	RpsF	BSU_27600	Rsh	experimental	string-db
BSU_40910	RpsF	BSU_01210	RplV	experimental	string-db
BSU_40910	RpsF	BSU_01020	RplK	experimental	string-db
BSU_40910	RpsF	BSU_28580	MutSB	experimental	string-db
BSU_40910	RpsF	BSU_25550	RpsT	experimental	string-db
BSU_40910	RpsF	BSU_01420	RpsK	experimental	string-db
BSU_40910	RpsF	BSU_05610	VmlR	experimental	string-db
BSU_40910	RpsF	BSU_01200	RpsS	experimental	string-db
BSU_40910	RpsF	BSU_01330	RpsE	experimental	string-db
BSU_40910	RpsF	BSU_01110	RpsG	experimental	string-db
BSU_40910	RpsF	BSU_01250	RpsQ	experimental	string-db
BSU_40910	RpsF	BSU_15820	RpmB	experimental	string-db
BSU_40910	RpsF	BSU_40500	RplI	experimental	string-db
BSU_40910	RpsF	BSU_27960	RplU	experimental	string-db
BSU_40910	RpsF	BSU_01490	RplM	experimental	string-db
BSU_40910	RpsF	BSU_01260	RplNA	experimental	string-db
BSU_40910	RpsF	BSU_01170	RplD	experimental	string-db
BSU_40910	RpsF	BSU_23880	MifM	experimental	string-db
BSU_40910	RpsF	BSU_01320	RplR	experimental	string-db
BSU_40910	RpsF	BSU_24900	RpmGA	experimental	string-db
BSU_40910	RpsF	BSU_01180	RplW	experimental	string-db
BSU_40910	RpsF	BSU_01040	RplJ	experimental	string-db
BSU_40910	RpsF	BSU_16680	RpsO	experimental	string-db
BSU_40910	RpsF	BSU_15080	RpmF	experimental	string-db
BSU_40910	RpsF	BSU_01300	RpsH	experimental	string-db
BSU_40910	RpsF	BSU_41060	RpmH	experimental	string-db
BSU_40910	RpsF	BSU_01500	RpsI	experimental	string-db
BSU_40910	RpsF	BSU_35310	Hpf	experimental	string-db
BSU_40910	RpsF	BSU_27940	RpmA	experimental	string-db
BSU_40910	RpsF	BSU_01280	RplE	experimental	string-db
BSU_40910	RpsF	BSU_16040	RplS	experimental	string-db
BSU_40910	RpsF	BSU_25410	RpsU	experimental	string-db
BSU_40910	RpsF	BSU_15990	RpsP	experimental	string-db
BSU_40910	RpsF	BSU_40890	RpsR	experimental	string-db
BSU_40910	RpsF	BSU_15980	Ffh	experimental	string-db
BSU_40910	RpsF	BSU_01270	RplX	experimental	string-db
BSU_40910	RpsF	BSU_01150	RpsJ	experimental	string-db
BSU_40910	RpsF	BSU_01400	RpmJ	experimental	string-db
BSU_40910	RpsF	BSU_29660	RpsD	experimental	string-db
BSU_40910	RpsF	BSU_37070	RpmEA	experimental	string-db
BSU_40910	RpsF	BSU_01030	RplA	experimental	string-db
BSU_40910	RpsF	BSU_28850	RplT	experimental	string-db
BSU_40910	RpsF	BSU_01440	RplQ	experimental	string-db
BSU_40910	RpsF	BSU_01410	RpsM	experimental	string-db
BSU_40910	RpsF	BSU_01290	RpsNA	experimental	string-db
BSU_40910	RpsF	BSU_01220	RpsC	experimental	string-db
BSU_40910	RpsF	BSU_01240	RpmC	experimental	string-db
BSU_40910	RpsF	BSU_28860	RpmI	experimental	string-db
BSU_40910	RpsF	BSU_01230	RplP	experimental	string-db
BSU_40910	RpsF	BSU_01350	RplO	experimental	string-db
BSU_40910	RpsF	BSU_01160	RplC	experimental	string-db
BSU_40910	RpsF	BSU_01100	RpsL	experimental	string-db
BSU_40910	RpsF	BSU_01310	RplF	experimental	string-db
BSU_40920	EngD	BSU_29740	CcpA	experimental	string-db
BSU_40960	ParB	BSU_40970	ParA	experimental	string-db
BSU_40960	ParB	BSU_15940	Smc	experimental	string-db
BSU_40960	ParB	BSU_00010	DnaA	textmined	string-db
BSU_40960	ParB	BSU_09940	YhaL	experimental	string-db
BSU_40960	ParB	BSU_37030	RacA	textmined	string-db
BSU_40970	ParA	BSU_35220	MinJ	textmined	string-db
BSU_40970	ParA	BSU_27660	ComN	textmined	string-db
BSU_40970	ParA	BSU_00010	DnaA	experimental	string-db
BSU_40970	ParA	BSU_00330	DnaH	textmined	string-db
BSU_40970	ParA	BSU_37030	RacA	textmined	string-db
BSU_40970	ParA	BSU_40960	ParB	experimental	string-db
BSU_40970	ParA	BSU_28990	DnaB	textmined	string-db
BSU_40970	ParA	BSU_22350	DnaD	textmined	string-db
BSU_41010	TrmF	BSU_29740	CcpA	experimental	string-db
BSU_41010	TrmF	BSU_41020	MnmE	textmined	string-db
BSU_41020	MnmE	BSU_41010	TrmF	textmined	string-db
BSU_41020	MnmE	BSU_24290	XseB	experimental	string-db
BSU_41020	MnmE	BSU_13050	YkzH	experimental	string-db
BSU_41020	MnmE	BSU_10770	WprA	experimental	string-db
BSU_41020	MnmE	BSU_25490	HrcA	experimental	string-db
BSU_41040	OxaAA	BSU_35300	SecA	database	string-db
BSU_41040	OxaAA	BSU_23890	OxaAB	database	string-db
BSU_41040	OxaAA	BSU_27700	YrbF	database	string-db
BSU_41040	OxaAA	BSU_15950	FtsY	database	string-db
BSU_41040	OxaAA	BSU_24390	SpoIIIAE	experimental	string-db
BSU_41040	OxaAA	BSU_15980	Ffh	database	string-db
BSU_41040	OxaAA	BSU_01360	SecY	database	string-db
BSU_41040	OxaAA	BSU_01000	SecE	database	string-db
BSU_41040	OxaAA	BSU_33630	SecG	database	string-db
BSU_41040	OxaAA	BSU_27650	SecDF	database	string-db
BSU_41050	RnpA	BSU_00040	RecF	textmined	string-db
BSU_41050	RnpA	BSU_29190	PfkA	textmined	string-db
BSU_41050	RnpA	BSU_00010	DnaA	textmined	string-db
BSU_41050	RnpA	BSU_41060	RpmH	textmined	string-db
BSU_41050	RnpA	BSU_00020	DnaN	textmined	string-db
BSU_41050	RnpA	BSU_15980	Ffh	textmined	string-db
BSU_41050	RnpA	BSU_16690	PnpA	textmined	string-db
BSU_41050	RnpA	BSU_04580	CshA	experimental	string-db
BSU_41050	RnpA	BSU_16780	RnjB	experimental	string-db
BSU_41060	RpmH	BSU_01260	RplNA	experimental	string-db
BSU_41060	RpmH	BSU_01310	RplF	experimental	string-db
BSU_41060	RpmH	BSU_27960	RplU	experimental	string-db
BSU_41060	RpmH	BSU_01490	RplM	experimental	string-db
BSU_41060	RpmH	BSU_01100	RpsL	experimental	string-db
BSU_41060	RpmH	BSU_01160	RplC	experimental	string-db
BSU_41060	RpmH	BSU_40500	RplI	experimental	string-db
BSU_41060	RpmH	BSU_01350	RplO	experimental	string-db
BSU_41060	RpmH	BSU_01230	RplP	experimental	string-db
BSU_41060	RpmH	BSU_28860	RpmI	experimental	string-db
BSU_41060	RpmH	BSU_01240	RpmC	experimental	string-db
BSU_41060	RpmH	BSU_15820	RpmB	experimental	string-db
BSU_41060	RpmH	BSU_15640	YloA	experimental	string-db
BSU_41060	RpmH	BSU_01220	RpsC	experimental	string-db
BSU_41060	RpmH	BSU_01290	RpsNA	experimental	string-db
BSU_41060	RpmH	BSU_01410	RpsM	experimental	string-db
BSU_41060	RpmH	BSU_01440	RplQ	experimental	string-db
BSU_41060	RpmH	BSU_28850	RplT	experimental	string-db
BSU_41060	RpmH	BSU_01250	RpsQ	experimental	string-db
BSU_41060	RpmH	BSU_01030	RplA	experimental	string-db
BSU_41060	RpmH	BSU_37070	RpmEA	experimental	string-db
BSU_41060	RpmH	BSU_01110	RpsG	experimental	string-db
BSU_41060	RpmH	BSU_00590	HslR	experimental	string-db
BSU_41060	RpmH	BSU_16050	RbgA	experimental	string-db
BSU_41060	RpmH	BSU_01330	RpsE	experimental	string-db
BSU_41060	RpmH	BSU_29660	RpsD	experimental	string-db
BSU_41060	RpmH	BSU_01400	RpmJ	experimental	string-db
BSU_41060	RpmH	BSU_01150	RpsJ	experimental	string-db
BSU_41060	RpmH	BSU_01270	RplX	experimental	string-db
BSU_41060	RpmH	BSU_41050	RnpA	textmined	string-db
BSU_41060	RpmH	BSU_15980	Ffh	experimental	string-db
BSU_41060	RpmH	BSU_15990	RpsP	experimental	string-db
BSU_41060	RpmH	BSU_40890	RpsR	experimental	string-db
BSU_41060	RpmH	BSU_01200	RpsS	experimental	string-db
BSU_41060	RpmH	BSU_25410	RpsU	experimental	string-db
BSU_41060	RpmH	BSU_05610	VmlR	experimental	string-db
BSU_41060	RpmH	BSU_01420	RpsK	experimental	string-db
BSU_41060	RpmH	BSU_16040	RplS	experimental	string-db
BSU_41060	RpmH	BSU_01280	RplE	experimental	string-db
BSU_41060	RpmH	BSU_27940	RpmA	experimental	string-db
BSU_41060	RpmH	BSU_40910	RpsF	experimental	string-db
BSU_41060	RpmH	BSU_35310	Hpf	experimental	string-db
BSU_41060	RpmH	BSU_25550	RpsT	experimental	string-db
BSU_41060	RpmH	BSU_28580	MutSB	experimental	string-db
BSU_41060	RpmH	BSU_01020	RplK	experimental	string-db
BSU_41060	RpmH	BSU_01500	RpsI	experimental	string-db
BSU_41060	RpmH	BSU_01210	RplV	experimental	string-db
BSU_41060	RpmH	BSU_01300	RpsH	experimental	string-db
BSU_41060	RpmH	BSU_15080	RpmF	experimental	string-db
BSU_41060	RpmH	BSU_27600	Rsh	experimental	string-db
BSU_41060	RpmH	BSU_16680	RpsO	experimental	string-db
BSU_41060	RpmH	BSU_01190	RplB	experimental	string-db
BSU_41060	RpmH	BSU_01040	RplJ	experimental	string-db
BSU_41060	RpmH	BSU_01180	RplW	experimental	string-db
BSU_41060	RpmH	BSU_24900	RpmGA	experimental	string-db
BSU_41060	RpmH	BSU_01320	RplR	experimental	string-db
BSU_41060	RpmH	BSU_00950	MrnC	experimental	string-db
BSU_41060	RpmH	BSU_23880	MifM	experimental	string-db
BSU_41060	RpmH	BSU_01340	RpmD	experimental	string-db
BSU_41060	RpmH	BSU_01170	RplD	experimental	string-db
BSU_41060	RpmH	BSU_16490	RpsB	experimental	string-db
BSU_01080	RpoC	BSU_01070	RpoB	experimental	subtiwiki
BSU_01430	RpoA	BSU_01070	RpoB	experimental	subtiwiki
BSU_01430	RpoA	BSU_01080	RpoC	experimental	subtiwiki
BSU_36850	AtpF	BSU_36840	AtpH	experimental	subtiwiki
BSU_36860	AtpE	BSU_36800	AtpC	experimental	subtiwiki
BSU_36810	AtpD	BSU_36830	AtpA	experimental	subtiwiki
BSU_36820	AtpG	BSU_36830	AtpA	experimental	subtiwiki
BSU_36830	AtpA	BSU_36840	AtpH	experimental	subtiwiki
BSU_36810	AtpD	BSU_36820	AtpG	experimental	subtiwiki
BSU_36810	AtpD	BSU_36840	AtpH	experimental	subtiwiki
BSU_36850	AtpF	BSU_36870	AtpB	experimental	subtiwiki
BSU_36860	AtpE	BSU_36870	AtpB	experimental	subtiwiki
BSU_00850	McsB	BSU_00830	CtsR	experimental	subtiwiki
BSU_15420	DivIVA	BSU_35220	MinJ	experimental	subtiwiki
BSU_27990	MinD	BSU_28000	MinC	experimental	subtiwiki
BSU_28000	MinC	BSU_35220	MinJ	experimental	subtiwiki
BSU_27990	MinD	BSU_35220	MinJ	experimental	subtiwiki
BSU_37790	RocG	BSU_18460	GltC	experimental	subtiwiki
BSU_31610	MrpB	BSU_31600	MrpA	experimental	subtiwiki
BSU_31620	MrpC	BSU_31600	MrpA	experimental	subtiwiki
BSU_31630	MrpD	BSU_31600	MrpA	experimental	subtiwiki
BSU_31640	MrpE	BSU_31600	MrpA	experimental	subtiwiki
BSU_31650	MrpF	BSU_31600	MrpA	experimental	subtiwiki
BSU_31660	MrpG	BSU_31600	MrpA	experimental	subtiwiki
BSU_31610	MrpB	BSU_31620	MrpC	experimental	subtiwiki
BSU_31630	MrpD	BSU_31610	MrpB	experimental	subtiwiki
BSU_31610	MrpB	BSU_31640	MrpE	experimental	subtiwiki
BSU_31650	MrpF	BSU_31610	MrpB	experimental	subtiwiki
BSU_31610	MrpB	BSU_31660	MrpG	experimental	subtiwiki
BSU_31630	MrpD	BSU_31620	MrpC	experimental	subtiwiki
BSU_31640	MrpE	BSU_31620	MrpC	experimental	subtiwiki
BSU_31650	MrpF	BSU_31620	MrpC	experimental	subtiwiki
BSU_31660	MrpG	BSU_31620	MrpC	experimental	subtiwiki
BSU_31630	MrpD	BSU_31640	MrpE	experimental	subtiwiki
BSU_31630	MrpD	BSU_31650	MrpF	experimental	subtiwiki
BSU_31630	MrpD	BSU_31660	MrpG	experimental	subtiwiki
BSU_31650	MrpF	BSU_31640	MrpE	experimental	subtiwiki
BSU_31660	MrpG	BSU_31640	MrpE	experimental	subtiwiki
BSU_31650	MrpF	BSU_31660	MrpG	experimental	subtiwiki
BSU_24360	SpoIIIAH	BSU_36550	SpoIIQ	experimental	subtiwiki
BSU_06690	GatB	BSU_06680	GatA	experimental	subtiwiki
BSU_06670	GatC	BSU_06680	GatA	experimental	subtiwiki
BSU_06670	GatC	BSU_06690	GatB	experimental	subtiwiki
BSU_00010	DnaA	BSU_00020	DnaN	experimental	subtiwiki
BSU_00020	DnaN	BSU_00330	YabA	experimental	subtiwiki
BSU_00850	McsB	BSU_34540	ClpP	experimental	subtiwiki
BSU_14990	RicF	BSU_17020	RicA	experimental	subtiwiki
BSU_00320	RicT	BSU_17020	RicA	experimental	subtiwiki
BSU_14990	RicF	BSU_00320	RicT	experimental	subtiwiki
BSU_11460	OppD	BSU_11470	OppF	experimental	subtiwiki
BSU_11460	OppD	BSU_11440	OppB	experimental	subtiwiki
BSU_11460	OppD	BSU_11450	OppC	experimental	subtiwiki
BSU_11460	OppD	BSU_11430	OppA	experimental	subtiwiki
BSU_11470	OppF	BSU_11440	OppB	experimental	subtiwiki
BSU_11470	OppF	BSU_11450	OppC	experimental	subtiwiki
BSU_11430	OppA	BSU_11470	OppF	experimental	subtiwiki
BSU_11440	OppB	BSU_11450	OppC	experimental	subtiwiki
BSU_11430	OppA	BSU_11440	OppB	experimental	subtiwiki
BSU_11430	OppA	BSU_11450	OppC	experimental	subtiwiki
BSU_12950	DppD	BSU_13000	YkfD	experimental	subtiwiki
BSU_12930	DppB	BSU_12950	DppD	experimental	subtiwiki
BSU_12950	DppD	BSU_12940	DppC	experimental	subtiwiki
BSU_12950	DppD	BSU_12960	DppE	experimental	subtiwiki
BSU_12930	DppB	BSU_13000	YkfD	experimental	subtiwiki
BSU_13000	YkfD	BSU_12940	DppC	experimental	subtiwiki
BSU_12960	DppE	BSU_13000	YkfD	experimental	subtiwiki
BSU_12930	DppB	BSU_12940	DppC	experimental	subtiwiki
BSU_12930	DppB	BSU_12960	DppE	experimental	subtiwiki
BSU_12960	DppE	BSU_12940	DppC	experimental	subtiwiki
BSU_24950	PstBB	BSU_24960	PstBA	experimental	subtiwiki
BSU_24960	PstBA	BSU_24970	PstA	experimental	subtiwiki
BSU_24960	PstBA	BSU_24980	PstC	experimental	subtiwiki
BSU_24960	PstBA	BSU_24990	PstS	experimental	subtiwiki
BSU_24950	PstBB	BSU_24970	PstA	experimental	subtiwiki
BSU_24950	PstBB	BSU_24980	PstC	experimental	subtiwiki
BSU_24950	PstBB	BSU_24990	PstS	experimental	subtiwiki
BSU_24970	PstA	BSU_24980	PstC	experimental	subtiwiki
BSU_24970	PstA	BSU_24990	PstS	experimental	subtiwiki
BSU_24980	PstC	BSU_24990	PstS	experimental	subtiwiki
BSU_30420	YtrE	BSU_30450	YtrB	experimental	subtiwiki
BSU_30440	YtrC	BSU_30450	YtrB	experimental	subtiwiki
BSU_30430	YtrD	BSU_30450	YtrB	experimental	subtiwiki
BSU_30410	YtrF	BSU_30450	YtrB	experimental	subtiwiki
BSU_30440	YtrC	BSU_30420	YtrE	experimental	subtiwiki
BSU_30420	YtrE	BSU_30430	YtrD	experimental	subtiwiki
BSU_30420	YtrE	BSU_30410	YtrF	experimental	subtiwiki
BSU_30440	YtrC	BSU_30430	YtrD	experimental	subtiwiki
BSU_30440	YtrC	BSU_30410	YtrF	experimental	subtiwiki
BSU_30410	YtrF	BSU_30430	YtrD	experimental	subtiwiki
BSU_29360	TcyL	BSU_29340	TcyN	experimental	subtiwiki
BSU_29350	TcyM	BSU_29340	TcyN	experimental	subtiwiki
BSU_29380	TcyJ	BSU_29340	TcyN	experimental	subtiwiki
BSU_07510	FecD	BSU_07490	FecF	experimental	subtiwiki
BSU_29370	TcyK	BSU_29340	TcyN	experimental	subtiwiki
BSU_07500	FecE	BSU_07490	FecF	experimental	subtiwiki
BSU_29360	TcyL	BSU_29350	TcyM	experimental	subtiwiki
BSU_07520	FecC	BSU_07490	FecF	experimental	subtiwiki
BSU_29360	TcyL	BSU_29380	TcyJ	experimental	subtiwiki
BSU_10330	YhfQ	BSU_07490	FecF	experimental	subtiwiki
BSU_29360	TcyL	BSU_29370	TcyK	experimental	subtiwiki
BSU_07500	FecE	BSU_07510	FecD	experimental	subtiwiki
BSU_29380	TcyJ	BSU_29350	TcyM	experimental	subtiwiki
BSU_07520	FecC	BSU_07510	FecD	experimental	subtiwiki
BSU_29370	TcyK	BSU_29350	TcyM	experimental	subtiwiki
BSU_10330	YhfQ	BSU_07510	FecD	experimental	subtiwiki
BSU_29380	TcyJ	BSU_29370	TcyK	experimental	subtiwiki
BSU_07520	FecC	BSU_07500	FecE	experimental	subtiwiki
BSU_10330	YhfQ	BSU_07500	FecE	experimental	subtiwiki
BSU_10330	YhfQ	BSU_07520	FecC	experimental	subtiwiki
BSU_33310	FhuB	BSU_33290	FhuC	experimental	subtiwiki
BSU_33290	FhuC	BSU_33300	FhuG	experimental	subtiwiki
BSU_33320	FhuD	BSU_33290	FhuC	experimental	subtiwiki
BSU_39610	YxeB	BSU_33290	FhuC	experimental	subtiwiki
BSU_33310	FhuB	BSU_33300	FhuG	experimental	subtiwiki
BSU_33310	FhuB	BSU_33320	FhuD	experimental	subtiwiki
BSU_33310	FhuB	BSU_39610	YxeB	experimental	subtiwiki
BSU_33320	FhuD	BSU_33300	FhuG	experimental	subtiwiki
BSU_39610	YxeB	BSU_33300	FhuG	experimental	subtiwiki
BSU_39610	YxeB	BSU_33320	FhuD	experimental	subtiwiki
BSU_11360	AppD	BSU_11370	AppF	experimental	subtiwiki
BSU_11360	AppD	BSU_11390	AppB	experimental	subtiwiki
BSU_11400	AppC	BSU_11360	AppD	experimental	subtiwiki
BSU_11382	AppA/2	BSU_11360	AppD	experimental	subtiwiki
BSU_11370	AppF	BSU_11390	AppB	experimental	subtiwiki
BSU_11400	AppC	BSU_11370	AppF	experimental	subtiwiki
BSU_11382	AppA/2	BSU_11370	AppF	experimental	subtiwiki
BSU_11400	AppC	BSU_11390	AppB	experimental	subtiwiki
BSU_11382	AppA/2	BSU_11390	AppB	experimental	subtiwiki
BSU_11382	AppA/2	BSU_11400	AppC	experimental	subtiwiki
BSU_00830	CtsR	BSU_34540	ClpP	experimental	subtiwiki
BSU_00020	DnaN	BSU_17050	MutL	experimental	subtiwiki
BSU_04160	MtlR	BSU_03981	MtlA	experimental	subtiwiki
BSU_28490	UvrC	BSU_35170	UvrB	experimental	subtiwiki
BSU_35160	UvrA	BSU_35170	UvrB	experimental	subtiwiki
BSU_29200	AccA	BSU_24350	AccB	experimental	subtiwiki
BSU_24340	AccC	BSU_29200	AccA	experimental	subtiwiki
BSU_24350	AccB	BSU_29210	AccD	experimental	subtiwiki
BSU_24340	AccC	BSU_29210	AccD	experimental	subtiwiki
BSU_24340	AccC	BSU_24350	AccB	experimental	subtiwiki
BSU_29200	AccA	BSU_29210	AccD	experimental	subtiwiki
BSU_00190	DnaX	BSU_00310	HolB	experimental	subtiwiki
BSU_00190	DnaX	BSU_25560	HolA	experimental	subtiwiki
BSU_28740	AraP	BSU_28730	AraQ	experimental	subtiwiki
BSU_38810	MsmX	BSU_28740	AraP	experimental	subtiwiki
BSU_38810	MsmX	BSU_28730	AraQ	experimental	subtiwiki
BSU_34610	MdxE	BSU_34600	MdxF	experimental	subtiwiki
BSU_34610	MdxE	BSU_34590	MdxG	experimental	subtiwiki
BSU_34590	MdxG	BSU_34600	MdxF	experimental	subtiwiki
BSU_38810	MsmX	BSU_34600	MdxF	experimental	subtiwiki
BSU_38810	MsmX	BSU_34590	MdxG	experimental	subtiwiki
BSU_35940	RbsA	BSU_35950	RbsC	experimental	subtiwiki
BSU_35940	RbsA	BSU_35930	RbsD	experimental	subtiwiki
BSU_35960	RbsB	BSU_35940	RbsA	experimental	subtiwiki
BSU_35930	RbsD	BSU_35950	RbsC	experimental	subtiwiki
BSU_35960	RbsB	BSU_35950	RbsC	experimental	subtiwiki
BSU_35960	RbsB	BSU_35930	RbsD	experimental	subtiwiki
BSU_28740	AraP	BSU_28750	AraN	experimental	subtiwiki
BSU_28730	AraQ	BSU_28750	AraN	experimental	subtiwiki
BSU_00020	DnaN	BSU_23870	PolY1	experimental	subtiwiki
BSU_37030	RacA	BSU_15420	DivIVA	experimental	subtiwiki
BSU_01000	SecE	BSU_01360	SecY	experimental	subtiwiki
BSU_01360	SecY	BSU_33630	SecG	experimental	subtiwiki
BSU_01360	SecY	BSU_35300	SecA	experimental	subtiwiki
BSU_01000	SecE	BSU_33630	SecG	experimental	subtiwiki
BSU_01000	SecE	BSU_35300	SecA	experimental	subtiwiki
BSU_35300	SecA	BSU_33630	SecG	experimental	subtiwiki
BSU_14370	YknZ	BSU_14360	YknY	experimental	subtiwiki
BSU_14340	YknW	BSU_14350	YknX	experimental	subtiwiki
BSU_14340	YknW	BSU_14360	YknY	experimental	subtiwiki
BSU_14340	YknW	BSU_14370	YknZ	experimental	subtiwiki
BSU_14350	YknX	BSU_14360	YknY	experimental	subtiwiki
BSU_14370	YknZ	BSU_14350	YknX	experimental	subtiwiki
BSU_03820	FpbP	BSU_03830	FpbQ	experimental	subtiwiki
BSU_03800	FpbN	BSU_03810	FpbO	experimental	subtiwiki
BSU_03800	FpbN	BSU_03830	FpbQ	experimental	subtiwiki
BSU_03830	FpbQ	BSU_03810	FpbO	experimental	subtiwiki
BSU_01620	FeuB	BSU_32940	YusV	experimental	subtiwiki
BSU_32940	YusV	BSU_01610	FeuC	experimental	subtiwiki
BSU_01630	FeuA	BSU_32940	YusV	experimental	subtiwiki
BSU_01620	FeuB	BSU_01610	FeuC	experimental	subtiwiki
BSU_01630	FeuA	BSU_01620	FeuB	experimental	subtiwiki
BSU_01630	FeuA	BSU_01610	FeuC	experimental	subtiwiki
BSU_33830	OpuCA	BSU_33820	OpuCB	experimental	subtiwiki
BSU_33830	OpuCA	BSU_33800	OpuCD	experimental	subtiwiki
BSU_33830	OpuCA	BSU_33810	OpuCC	experimental	subtiwiki
BSU_33800	OpuCD	BSU_33820	OpuCB	experimental	subtiwiki
BSU_33820	OpuCB	BSU_33810	OpuCC	experimental	subtiwiki
BSU_33800	OpuCD	BSU_33810	OpuCC	experimental	subtiwiki
BSU_34200	SigL	BSU_01070	RpoB	experimental	subtiwiki
BSU_34200	SigL	BSU_01080	RpoC	experimental	subtiwiki
BSU_34200	SigL	BSU_01430	RpoA	experimental	subtiwiki
BSU_08460	YfhA	BSU_32940	YusV	experimental	subtiwiki
BSU_32940	YusV	BSU_08450	YfiZ	experimental	subtiwiki
BSU_08440	YfiY	BSU_32940	YusV	experimental	subtiwiki
BSU_08460	YfhA	BSU_08450	YfiZ	experimental	subtiwiki
BSU_08460	YfhA	BSU_08440	YfiY	experimental	subtiwiki
BSU_08440	YfiY	BSU_08450	YfiZ	experimental	subtiwiki
BSU_33730	OpuBA	BSU_33720	OpuBB	experimental	subtiwiki
BSU_33700	OpuBD	BSU_33730	OpuBA	experimental	subtiwiki
BSU_33730	OpuBA	BSU_33710	OpuBC	experimental	subtiwiki
BSU_33700	OpuBD	BSU_33720	OpuBB	experimental	subtiwiki
BSU_33720	OpuBB	BSU_33710	OpuBC	experimental	subtiwiki
BSU_33700	OpuBD	BSU_33710	OpuBC	experimental	subtiwiki
BSU_30750	MntC	BSU_30760	MntB	experimental	subtiwiki
BSU_30760	MntB	BSU_30740	MntD	experimental	subtiwiki
BSU_30770	MntA	BSU_30760	MntB	experimental	subtiwiki
BSU_30750	MntC	BSU_30740	MntD	experimental	subtiwiki
BSU_30750	MntC	BSU_30770	MntA	experimental	subtiwiki
BSU_30770	MntA	BSU_30740	MntD	experimental	subtiwiki
BSU_16320	FliY	BSU_16410	FlhG	experimental	subtiwiki
BSU_16310	FliM	BSU_16410	FlhG	experimental	subtiwiki
BSU_16220	FliG	BSU_16410	FlhG	experimental	subtiwiki
