protein_1_locus	protein_2_locus	evidence	source	protein_1_alt_name	protein_1_name	protein_2_alt_name	protein_2_name	link
BSU_00660	BSU_37030	experimental	string-db	YabT	YabT	RacA	RacA	224308.BSU00660/224308.BSU37030
BSU_00660	BSU_33420	experimental	string-db	YabT	YabT	NhaK	NhaK	224308.BSU00660/224308.BSU33420
BSU_00660	BSU_25330	experimental	string-db	YabT	YabT	YqfF	YqfF	224308.BSU00660/224308.BSU25330
BSU_00660	BSU_14370	experimental	string-db	YabT	YabT	YknZ	YknZ	224308.BSU00660/224308.BSU14370
BSU_00660	BSU_36240	experimental	string-db	YabT	YabT	PtpZ	YwqE	224308.BSU00660/224308.BSU36240
BSU_00660	BSU_00640	experimental	string-db	YabT	YabT	SpoIIE	SpoIIE	224308.BSU00660/224308.BSU00640
BSU_00660	BSU_02760	experimental	string-db	YabT	YabT	NatB	NatB	224308.BSU00660/224308.BSU02760
BSU_00660	BSU_36260	experimental	string-db	YabT	YabT	TkmA	YwqC	224308.BSU00660/224308.BSU36260
BSU_00660	BSU_14400	experimental	string-db	YabT	YabT	FruA	FruA	224308.BSU00660/224308.BSU14400
BSU_00660	BSU_01730	experimental	string-db	YabT	YabT	SigW	SigW	224308.BSU00660/224308.BSU01730
BSU_00660	BSU_03740	experimental	string-db	YabT	YabT	YclI	YclI	224308.BSU00660/224308.BSU03740
BSU_00660	BSU_27990	experimental	string-db	YabT	YabT	MinD	MinD	224308.BSU00660/224308.BSU27990
BSU_00660	BSU_34360	experimental	string-db	YabT	YabT	EpsB	EpsB	224308.BSU00660/224308.BSU34360
BSU_00660	BSU_23460	experimental	string-db	YabT	YabT	SpoIIAB	SpoIIAB	224308.BSU00660/224308.BSU23460
BSU_00660	BSU_06710	experimental	string-db	YabT	YabT	SwrC	SwrC	224308.BSU00660/224308.BSU06710
BSU_00660	BSU_12890	experimental	string-db	YabT	YabT	YkcC	YkcC	224308.BSU00660/224308.BSU12890
BSU_00660	BSU_16940	experimental	string-db	YabT	YabT	RecA	RecA	224308.BSU00660/224308.BSU16940
BSU_00660	BSU_04720	experimental	string-db	YabT	YabT	RsbW	RsbW	224308.BSU00660/224308.BSU04720
BSU_00670	BSU_32700	experimental	string-db	TilS	TilS	SufD	SufD	224308.BSU00670/224308.BSU32700
BSU_00670	BSU_19660	experimental	string-db	TilS	TilS	YozD	YozD	224308.BSU00670/224308.BSU19660
BSU_00680	BSU_27610	database	string-db	HprT	HprT	Apt	Apt	224308.BSU00680/224308.BSU27610
BSU_00680	BSU_22070	database	string-db	HprT	HprT	Xpt	Xpt	224308.BSU00680/224308.BSU22070
BSU_00690	BSU_37030	experimental	string-db	FtsH	FtsH	RacA	RacA	224308.BSU00690/224308.BSU37030
BSU_00690	BSU_26150	experimental	string-db	FtsH	FtsH	YqbD	YqbD	224308.BSU00690/224308.BSU26150
BSU_00690	BSU_24670	textmined	string-db	FtsH	FtsH	ComGG	ComGG	224308.BSU00690/224308.BSU24670
BSU_00690	BSU_06710	experimental	string-db	FtsH	FtsH	SwrC	SwrC	224308.BSU00690/224308.BSU06710
BSU_00690	BSU_31250	experimental	string-db	FtsH	FtsH	TlpA	TlpA	224308.BSU00690/224308.BSU31250
BSU_00690	BSU_29740	experimental	string-db	FtsH	FtsH	CcpA	CcpA	224308.BSU00690/224308.BSU29740
BSU_00690	BSU_12790	experimental	string-db	FtsH	FtsH	XhlA	XhlA	224308.BSU00690/224308.BSU12790
BSU_00690	BSU_10160	experimental	string-db	FtsH	FtsH	YhgE	YhgE	224308.BSU00690/224308.BSU10160
BSU_00690	BSU_10770	experimental	string-db	FtsH	FtsH	WprA	WprA	224308.BSU00690/224308.BSU10770
BSU_00700	BSU_23760	database	string-db	CoaX	CoaX	CoaA	CoaA	224308.BSU00700/224308.BSU23760
BSU_00710	BSU_01130	textmined	string-db	YacC	HslO	TufA	TufA	224308.BSU00710/224308.BSU01130
BSU_00730	BSU_27520	textmined	string-db	CysK	CysK	CymR	CymR	224308.BSU00730/224308.BSU27520
BSU_00730	BSU_00930	textmined	string-db	CysK	CysK	CysE	CysE	224308.BSU00730/224308.BSU00930
BSU_00730	BSU_29740	experimental	string-db	CysK	CysK	CcpA	CcpA	224308.BSU00730/224308.BSU29740
BSU_00730	BSU_29970	database	string-db	CysK	CysK	YtkP	YtkP	224308.BSU00730/224308.BSU29970
BSU_00740	BSU_00750	database	string-db	PabB	PabB	PabA	PabA	224308.BSU00740/224308.BSU00750
BSU_00750	BSU_00740	database	string-db	PabA	PabA	PabB	PabB	224308.BSU00750/224308.BSU00740
BSU_00750	BSU_22680	textmined	string-db	PabA	PabA	TrpE	TrpE	224308.BSU00750/224308.BSU22680
BSU_00820	BSU_29740	experimental	string-db	LysS	LysS	CcpA	CcpA	224308.BSU00820/224308.BSU29740
BSU_00830	BSU_05650	experimental	string-db	CtsR	CtsR	YdgH	YdgH	224308.BSU00830/224308.BSU05650
BSU_00830	BSU_08670	experimental	string-db	CtsR	CtsR	YgaB	YgaB	224308.BSU00830/224308.BSU08670
BSU_00830	BSU_31970	experimental	string-db	CtsR	CtsR	DhbB	DhbB	224308.BSU00830/224308.BSU31970
BSU_00830	BSU_11550	experimental	string-db	CtsR	CtsR	SpxH	YjbH	224308.BSU00830/224308.BSU11550
BSU_00830	BSU_11550	experimental	string-db	CtsR	CtsR	SpxH	YjbH	224308.BSU00830/224308.BSU11550
BSU_00830	BSU_28710	experimental	string-db	CtsR	CtsR	CstA	CstA	224308.BSU00830/224308.BSU28710
BSU_00840	BSU_35370	textmined	string-db	McsA	McsA	CsrA	CsrA	224308.BSU00840/224308.BSU35370
BSU_00850	BSU_28200	textmined	string-db	McsB	McsB	LonA	LonA	224308.BSU00850/224308.BSU28200
BSU_00850	BSU_28220	textmined	string-db	McsB	McsB	ClpX	ClpX	224308.BSU00850/224308.BSU28220
BSU_00850	BSU_00860	experimental	string-db	McsB	McsB	ClpC	ClpC	224308.BSU00850/224308.BSU00860
BSU_00850	BSU_37240	textmined	string-db	McsB	McsB	YwiE	YwiE	224308.BSU00850/224308.BSU37240
BSU_00850	BSU_11550	textmined	string-db	McsB	McsB	SpxH	YjbH	224308.BSU00850/224308.BSU11550
BSU_00850	BSU_11550	textmined	string-db	McsB	McsB	SpxH	YjbH	224308.BSU00850/224308.BSU11550
BSU_00860	BSU_10420	experimental	string-db	ClpC	ClpC	ComK	ComK	224308.BSU00860/224308.BSU10420
BSU_00860	BSU_11520	experimental	string-db	ClpC	ClpC	MecA	MecA	224308.BSU00860/224308.BSU11520
BSU_00860	BSU_29740	experimental	string-db	ClpC	ClpC	CcpA	CcpA	224308.BSU00860/224308.BSU29740
BSU_00860	BSU_28220	textmined	string-db	ClpC	ClpC	ClpX	ClpX	224308.BSU00860/224308.BSU28220
BSU_00860	BSU_34540	experimental	string-db	ClpC	ClpC	ClpP	ClpP	224308.BSU00860/224308.BSU34540
BSU_00860	BSU_00850	experimental	string-db	ClpC	ClpC	McsB	McsB	224308.BSU00860/224308.BSU00850
BSU_00860	BSU_13700	textmined	string-db	ClpC	ClpC	ClpE	ClpE	224308.BSU00860/224308.BSU13700
BSU_00860	BSU_16150	textmined	string-db	ClpC	ClpC	ClpQ	ClpQ	224308.BSU00860/224308.BSU16150
BSU_00880	BSU_25130	textmined	string-db	DisA	DisA	Nfo	Nfo	224308.BSU00880/224308.BSU25130
BSU_00890	BSU_39940	experimental	string-db	YacL	YacL	YxaL	YxaL	224308.BSU00890/224308.BSU39940
BSU_00920	BSU_29740	experimental	string-db	GltX	GltX	CcpA	CcpA	224308.BSU00920/224308.BSU29740
BSU_00930	BSU_00730	textmined	string-db	CysE	CysE	CysK	CysK	224308.BSU00930/224308.BSU00730
BSU_00940	BSU_29740	experimental	string-db	CysS	CysS	CcpA	CcpA	224308.BSU00940/224308.BSU29740
BSU_00950	BSU_28860	experimental	string-db	MrnC	MrnC	RpmI	RpmI	224308.BSU00950/224308.BSU28860
BSU_00950	BSU_01320	experimental	string-db	MrnC	MrnC	RplR	RplR	224308.BSU00950/224308.BSU01320
BSU_00950	BSU_01230	experimental	string-db	MrnC	MrnC	RplP	RplP	224308.BSU00950/224308.BSU01230
BSU_00950	BSU_24900	experimental	string-db	MrnC	MrnC	RpmGA	RpmGA	224308.BSU00950/224308.BSU24900
BSU_00950	BSU_01240	experimental	string-db	MrnC	MrnC	RpmC	RpmC	224308.BSU00950/224308.BSU01240
BSU_00950	BSU_15820	experimental	string-db	MrnC	MrnC	RpmB	RpmB	224308.BSU00950/224308.BSU15820
BSU_00950	BSU_01280	experimental	string-db	MrnC	MrnC	RplE	RplE	224308.BSU00950/224308.BSU01280
BSU_00950	BSU_16040	experimental	string-db	MrnC	MrnC	RplS	RplS	224308.BSU00950/224308.BSU16040
BSU_00950	BSU_01400	experimental	string-db	MrnC	MrnC	RpmJ	RpmJ	224308.BSU00950/224308.BSU01400
BSU_00950	BSU_01340	experimental	string-db	MrnC	MrnC	RpmD	RpmD	224308.BSU00950/224308.BSU01340
BSU_00950	BSU_27940	experimental	string-db	MrnC	MrnC	RpmA	RpmA	224308.BSU00950/224308.BSU27940
BSU_00950	BSU_01170	experimental	string-db	MrnC	MrnC	RplD	RplD	224308.BSU00950/224308.BSU01170
BSU_00950	BSU_01190	experimental	string-db	MrnC	MrnC	RplB	RplB	224308.BSU00950/224308.BSU01190
BSU_00950	BSU_01040	experimental	string-db	MrnC	MrnC	RplJ	RplJ	224308.BSU00950/224308.BSU01040
BSU_00950	BSU_01180	experimental	string-db	MrnC	MrnC	RplW	RplW	224308.BSU00950/224308.BSU01180
BSU_00950	BSU_01440	experimental	string-db	MrnC	MrnC	RplQ	RplQ	224308.BSU00950/224308.BSU01440
BSU_00950	BSU_01210	experimental	string-db	MrnC	MrnC	RplV	RplV	224308.BSU00950/224308.BSU01210
BSU_00950	BSU_01160	experimental	string-db	MrnC	MrnC	RplC	RplC	224308.BSU00950/224308.BSU01160
BSU_00950	BSU_28850	experimental	string-db	MrnC	MrnC	RplT	RplT	224308.BSU00950/224308.BSU28850
BSU_00950	BSU_41060	experimental	string-db	MrnC	MrnC	RpmH	RpmH	224308.BSU00950/224308.BSU41060
BSU_00950	BSU_15080	experimental	string-db	MrnC	MrnC	RpmF	RpmF	224308.BSU00950/224308.BSU15080
BSU_00950	BSU_01350	experimental	string-db	MrnC	MrnC	RplO	RplO	224308.BSU00950/224308.BSU01350
BSU_00950	BSU_01270	experimental	string-db	MrnC	MrnC	RplX	RplX	224308.BSU00950/224308.BSU01270
BSU_00950	BSU_01260	experimental	string-db	MrnC	MrnC	RplN	RplNA	224308.BSU00950/224308.BSU01260
BSU_00950	BSU_01260	experimental	string-db	MrnC	MrnC	RplN	RplNA	224308.BSU00950/224308.BSU01260
BSU_00950	BSU_01490	experimental	string-db	MrnC	MrnC	RplM	RplM	224308.BSU00950/224308.BSU01490
BSU_00950	BSU_01310	experimental	string-db	MrnC	MrnC	RplF	RplF	224308.BSU00950/224308.BSU01310
BSU_00950	BSU_27960	experimental	string-db	MrnC	MrnC	RplU	RplU	224308.BSU00950/224308.BSU27960
BSU_00990	BSU_24900	database	string-db	RpmGB	RpmGB	RpmGA	RpmGA	224308.BSU00990/224308.BSU24900
BSU_01000	BSU_23890	database	string-db	SecE	SecE	OxaAB	OxaAB	224308.BSU01000/224308.BSU23890
BSU_01000	BSU_35300	database	string-db	SecE	SecE	SecA	SecA	224308.BSU01000/224308.BSU35300
BSU_01000	BSU_27700	database	string-db	SecE	SecE	YrbF	YrbF	224308.BSU01000/224308.BSU27700
BSU_01000	BSU_15950	database	string-db	SecE	SecE	FtsY	FtsY	224308.BSU01000/224308.BSU15950
BSU_01000	BSU_15980	database	string-db	SecE	SecE	Ffh	Ffh	224308.BSU01000/224308.BSU15980
BSU_01000	BSU_01360	database	string-db	SecE	SecE	SecY	SecY	224308.BSU01000/224308.BSU01360
BSU_01000	BSU_41040	database	string-db	SecE	SecE	YidC1	OxaAA	224308.BSU01000/224308.BSU41040
BSU_01000	BSU_41040	database	string-db	SecE	SecE	YidC1	OxaAA	224308.BSU01000/224308.BSU41040
BSU_01000	BSU_33630	database	string-db	SecE	SecE	SecG	SecG	224308.BSU01000/224308.BSU33630
BSU_01000	BSU_27650	database	string-db	SecE	SecE	SecDF	SecDF	224308.BSU01000/224308.BSU27650
BSU_01010	BSU_37100	textmined	string-db	NusG	NusG	MurAB	MurAB	224308.BSU01010/224308.BSU37100
BSU_01010	BSU_36760	textmined	string-db	NusG	NusG	MurAA	MurAA	224308.BSU01010/224308.BSU36760
BSU_01010	BSU_14670	textmined	string-db	NusG	NusG	SuhB	SuhB	224308.BSU01010/224308.BSU14670
BSU_01010	BSU_24320	textmined	string-db	NusG	NusG	NusB	NusB	224308.BSU01010/224308.BSU24320
BSU_01020	BSU_01330	experimental	string-db	RplK	RplK	RpsE	RpsE	224308.BSU01020/224308.BSU01330
BSU_01020	BSU_01250	experimental	string-db	RplK	RplK	RpsQ	RpsQ	224308.BSU01020/224308.BSU01250
BSU_01020	BSU_01110	experimental	string-db	RplK	RplK	RpsG	RpsG	224308.BSU01020/224308.BSU01110
BSU_01020	BSU_15820	experimental	string-db	RplK	RplK	RpmB	RpmB	224308.BSU01020/224308.BSU15820
BSU_01020	BSU_01260	experimental	string-db	RplK	RplK	RplN	RplNA	224308.BSU01020/224308.BSU01260
BSU_01020	BSU_01260	experimental	string-db	RplK	RplK	RplN	RplNA	224308.BSU01020/224308.BSU01260
BSU_01020	BSU_27960	experimental	string-db	RplK	RplK	RplU	RplU	224308.BSU01020/224308.BSU27960
BSU_01020	BSU_01490	experimental	string-db	RplK	RplK	RplM	RplM	224308.BSU01020/224308.BSU01490
BSU_01020	BSU_40500	experimental	string-db	RplK	RplK	RplI	RplI	224308.BSU01020/224308.BSU40500
BSU_01020	BSU_01190	experimental	string-db	RplK	RplK	RplB	RplB	224308.BSU01020/224308.BSU01190
BSU_01020	BSU_01340	experimental	string-db	RplK	RplK	RpmD	RpmD	224308.BSU01020/224308.BSU01340
BSU_01020	BSU_16490	experimental	string-db	RplK	RplK	RpsB	RpsB	224308.BSU01020/224308.BSU16490
BSU_01020	BSU_25550	experimental	string-db	RplK	RplK	RpsT	RpsT	224308.BSU01020/224308.BSU25550
BSU_01020	BSU_01210	experimental	string-db	RplK	RplK	RplV	RplV	224308.BSU01020/224308.BSU01210
BSU_01020	BSU_01200	experimental	string-db	RplK	RplK	RpsS	RpsS	224308.BSU01020/224308.BSU01200
BSU_01020	BSU_01420	experimental	string-db	RplK	RplK	RpsK	RpsK	224308.BSU01020/224308.BSU01420
BSU_01020	BSU_00590	experimental	string-db	RplK	RplK	RqcP	HslR	224308.BSU01020/224308.BSU00590
BSU_01020	BSU_29660	experimental	string-db	RplK	RplK	RpsD	RpsD	224308.BSU01020/224308.BSU29660
BSU_01020	BSU_01400	experimental	string-db	RplK	RplK	RpmJ	RpmJ	224308.BSU01020/224308.BSU01400
BSU_01020	BSU_01150	experimental	string-db	RplK	RplK	RpsJ	RpsJ	224308.BSU01020/224308.BSU01150
BSU_01020	BSU_01410	experimental	string-db	RplK	RplK	RpsM	RpsM	224308.BSU01020/224308.BSU01410
BSU_01020	BSU_01440	experimental	string-db	RplK	RplK	RplQ	RplQ	224308.BSU01020/224308.BSU01440
BSU_01020	BSU_28850	experimental	string-db	RplK	RplK	RplT	RplT	224308.BSU01020/224308.BSU28850
BSU_01020	BSU_01030	experimental	string-db	RplK	RplK	RplA	RplA	224308.BSU01020/224308.BSU01030
BSU_01020	BSU_37070	experimental	string-db	RplK	RplK	RpmE	RpmEA	224308.BSU01020/224308.BSU37070
BSU_01020	BSU_37070	experimental	string-db	RplK	RplK	RpmE	RpmEA	224308.BSU01020/224308.BSU37070
BSU_01020	BSU_01230	experimental	string-db	RplK	RplK	RplP	RplP	224308.BSU01020/224308.BSU01230
BSU_01020	BSU_28860	experimental	string-db	RplK	RplK	RpmI	RpmI	224308.BSU01020/224308.BSU28860
BSU_01020	BSU_01240	experimental	string-db	RplK	RplK	RpmC	RpmC	224308.BSU01020/224308.BSU01240
BSU_01020	BSU_01220	experimental	string-db	RplK	RplK	RpsC	RpsC	224308.BSU01020/224308.BSU01220
BSU_01020	BSU_15640	experimental	string-db	RplK	RplK	RqcH	YloA	224308.BSU01020/224308.BSU15640
BSU_01020	BSU_01290	experimental	string-db	RplK	RplK	RpsN	RpsNA	224308.BSU01020/224308.BSU01290
BSU_01020	BSU_01310	experimental	string-db	RplK	RplK	RplF	RplF	224308.BSU01020/224308.BSU01310
BSU_01020	BSU_01100	experimental	string-db	RplK	RplK	RpsL	RpsL	224308.BSU01020/224308.BSU01100
BSU_01020	BSU_01160	experimental	string-db	RplK	RplK	RplC	RplC	224308.BSU01020/224308.BSU01160
BSU_01020	BSU_01350	experimental	string-db	RplK	RplK	RplO	RplO	224308.BSU01020/224308.BSU01350
BSU_01020	BSU_16680	experimental	string-db	RplK	RplK	RpsO	RpsO	224308.BSU01020/224308.BSU16680
BSU_01020	BSU_01180	experimental	string-db	RplK	RplK	RplW	RplW	224308.BSU01020/224308.BSU01180
BSU_01020	BSU_01040	experimental	string-db	RplK	RplK	RplJ	RplJ	224308.BSU01020/224308.BSU01040
BSU_01020	BSU_24900	experimental	string-db	RplK	RplK	RpmGA	RpmGA	224308.BSU01020/224308.BSU24900
BSU_01020	BSU_01320	experimental	string-db	RplK	RplK	RplR	RplR	224308.BSU01020/224308.BSU01320
BSU_01020	BSU_23880	experimental	string-db	RplK	RplK	MifM	MifM	224308.BSU01020/224308.BSU23880
BSU_01020	BSU_01170	experimental	string-db	RplK	RplK	RplD	RplD	224308.BSU01020/224308.BSU01170
BSU_01020	BSU_40910	experimental	string-db	RplK	RplK	RpsF	RpsF	224308.BSU01020/224308.BSU40910
BSU_01020	BSU_01500	experimental	string-db	RplK	RplK	RpsI	RpsI	224308.BSU01020/224308.BSU01500
BSU_01020	BSU_41060	experimental	string-db	RplK	RplK	RpmH	RpmH	224308.BSU01020/224308.BSU41060
BSU_01020	BSU_01300	experimental	string-db	RplK	RplK	RpsH	RpsH	224308.BSU01020/224308.BSU01300
BSU_01020	BSU_15080	experimental	string-db	RplK	RplK	RpmF	RpmF	224308.BSU01020/224308.BSU15080
BSU_01020	BSU_16040	experimental	string-db	RplK	RplK	RplS	RplS	224308.BSU01020/224308.BSU16040
BSU_01020	BSU_01280	experimental	string-db	RplK	RplK	RplE	RplE	224308.BSU01020/224308.BSU01280
BSU_01020	BSU_27940	experimental	string-db	RplK	RplK	RpmA	RpmA	224308.BSU01020/224308.BSU27940
BSU_01020	BSU_01270	experimental	string-db	RplK	RplK	RplX	RplX	224308.BSU01020/224308.BSU01270
BSU_01020	BSU_15980	experimental	string-db	RplK	RplK	Ffh	Ffh	224308.BSU01020/224308.BSU15980
BSU_01020	BSU_40890	experimental	string-db	RplK	RplK	RpsR	RpsR	224308.BSU01020/224308.BSU40890
BSU_01020	BSU_15990	experimental	string-db	RplK	RplK	RpsP	RpsP	224308.BSU01020/224308.BSU15990
BSU_01030	BSU_01330	experimental	string-db	RplA	RplA	RpsE	RpsE	224308.BSU01030/224308.BSU01330
BSU_01030	BSU_01250	experimental	string-db	RplA	RplA	RpsQ	RpsQ	224308.BSU01030/224308.BSU01250
BSU_01030	BSU_01110	experimental	string-db	RplA	RplA	RpsG	RpsG	224308.BSU01030/224308.BSU01110
BSU_01030	BSU_15820	experimental	string-db	RplA	RplA	RpmB	RpmB	224308.BSU01030/224308.BSU15820
BSU_01030	BSU_01260	experimental	string-db	RplA	RplA	RplN	RplNA	224308.BSU01030/224308.BSU01260
BSU_01030	BSU_01260	experimental	string-db	RplA	RplA	RplN	RplNA	224308.BSU01030/224308.BSU01260
BSU_01030	BSU_27960	experimental	string-db	RplA	RplA	RplU	RplU	224308.BSU01030/224308.BSU27960
BSU_01030	BSU_01490	experimental	string-db	RplA	RplA	RplM	RplM	224308.BSU01030/224308.BSU01490
BSU_01030	BSU_01190	experimental	string-db	RplA	RplA	RplB	RplB	224308.BSU01030/224308.BSU01190
BSU_01030	BSU_01340	experimental	string-db	RplA	RplA	RpmD	RpmD	224308.BSU01030/224308.BSU01340
BSU_01030	BSU_16490	experimental	string-db	RplA	RplA	RpsB	RpsB	224308.BSU01030/224308.BSU16490
BSU_01030	BSU_25550	experimental	string-db	RplA	RplA	RpsT	RpsT	224308.BSU01030/224308.BSU25550
BSU_01030	BSU_01020	experimental	string-db	RplA	RplA	RplK	RplK	224308.BSU01030/224308.BSU01020
BSU_01030	BSU_01210	experimental	string-db	RplA	RplA	RplV	RplV	224308.BSU01030/224308.BSU01210
BSU_01030	BSU_01200	experimental	string-db	RplA	RplA	RpsS	RpsS	224308.BSU01030/224308.BSU01200
BSU_01030	BSU_05610	experimental	string-db	RplA	RplA	VmlR	VmlR	224308.BSU01030/224308.BSU05610
BSU_01030	BSU_01420	experimental	string-db	RplA	RplA	RpsK	RpsK	224308.BSU01030/224308.BSU01420
BSU_01030	BSU_29660	experimental	string-db	RplA	RplA	RpsD	RpsD	224308.BSU01030/224308.BSU29660
BSU_01030	BSU_01400	experimental	string-db	RplA	RplA	RpmJ	RpmJ	224308.BSU01030/224308.BSU01400
BSU_01030	BSU_01150	experimental	string-db	RplA	RplA	RpsJ	RpsJ	224308.BSU01030/224308.BSU01150
BSU_01030	BSU_01410	experimental	string-db	RplA	RplA	RpsM	RpsM	224308.BSU01030/224308.BSU01410
BSU_01030	BSU_01440	experimental	string-db	RplA	RplA	RplQ	RplQ	224308.BSU01030/224308.BSU01440
BSU_01030	BSU_28850	experimental	string-db	RplA	RplA	RplT	RplT	224308.BSU01030/224308.BSU28850
BSU_01030	BSU_37070	experimental	string-db	RplA	RplA	RpmE	RpmEA	224308.BSU01030/224308.BSU37070
BSU_01030	BSU_37070	experimental	string-db	RplA	RplA	RpmE	RpmEA	224308.BSU01030/224308.BSU37070
BSU_01030	BSU_01240	experimental	string-db	RplA	RplA	RpmC	RpmC	224308.BSU01030/224308.BSU01240
BSU_01030	BSU_28860	experimental	string-db	RplA	RplA	RpmI	RpmI	224308.BSU01030/224308.BSU28860
BSU_01030	BSU_01230	experimental	string-db	RplA	RplA	RplP	RplP	224308.BSU01030/224308.BSU01230
BSU_01030	BSU_01290	experimental	string-db	RplA	RplA	RpsN	RpsNA	224308.BSU01030/224308.BSU01290
BSU_01030	BSU_01220	experimental	string-db	RplA	RplA	RpsC	RpsC	224308.BSU01030/224308.BSU01220
BSU_01030	BSU_01310	experimental	string-db	RplA	RplA	RplF	RplF	224308.BSU01030/224308.BSU01310
BSU_01030	BSU_01100	experimental	string-db	RplA	RplA	RpsL	RpsL	224308.BSU01030/224308.BSU01100
BSU_01030	BSU_01160	experimental	string-db	RplA	RplA	RplC	RplC	224308.BSU01030/224308.BSU01160
BSU_01030	BSU_01350	experimental	string-db	RplA	RplA	RplO	RplO	224308.BSU01030/224308.BSU01350
BSU_01030	BSU_16680	experimental	string-db	RplA	RplA	RpsO	RpsO	224308.BSU01030/224308.BSU16680
BSU_01030	BSU_01180	experimental	string-db	RplA	RplA	RplW	RplW	224308.BSU01030/224308.BSU01180
BSU_01030	BSU_24900	experimental	string-db	RplA	RplA	RpmGA	RpmGA	224308.BSU01030/224308.BSU24900
BSU_01030	BSU_01320	experimental	string-db	RplA	RplA	RplR	RplR	224308.BSU01030/224308.BSU01320
BSU_01030	BSU_01170	experimental	string-db	RplA	RplA	RplD	RplD	224308.BSU01030/224308.BSU01170
BSU_01030	BSU_40910	experimental	string-db	RplA	RplA	RpsF	RpsF	224308.BSU01030/224308.BSU40910
BSU_01030	BSU_28190	experimental	string-db	RplA	RplA	YsxC	YsxC	224308.BSU01030/224308.BSU28190
BSU_01030	BSU_01500	experimental	string-db	RplA	RplA	RpsI	RpsI	224308.BSU01030/224308.BSU01500
BSU_01030	BSU_29740	experimental	string-db	RplA	RplA	CcpA	CcpA	224308.BSU01030/224308.BSU29740
BSU_01030	BSU_01300	experimental	string-db	RplA	RplA	RpsH	RpsH	224308.BSU01030/224308.BSU01300
BSU_01030	BSU_41060	experimental	string-db	RplA	RplA	RpmH	RpmH	224308.BSU01030/224308.BSU41060
BSU_01030	BSU_15080	experimental	string-db	RplA	RplA	RpmF	RpmF	224308.BSU01030/224308.BSU15080
BSU_01030	BSU_16040	experimental	string-db	RplA	RplA	RplS	RplS	224308.BSU01030/224308.BSU16040
BSU_01030	BSU_01280	experimental	string-db	RplA	RplA	RplE	RplE	224308.BSU01030/224308.BSU01280
BSU_01030	BSU_27940	experimental	string-db	RplA	RplA	RpmA	RpmA	224308.BSU01030/224308.BSU27940
BSU_01030	BSU_01270	experimental	string-db	RplA	RplA	RplX	RplX	224308.BSU01030/224308.BSU01270
BSU_01030	BSU_15990	experimental	string-db	RplA	RplA	RpsP	RpsP	224308.BSU01030/224308.BSU15990
BSU_01030	BSU_40890	experimental	string-db	RplA	RplA	RpsR	RpsR	224308.BSU01030/224308.BSU40890
BSU_01040	BSU_01330	experimental	string-db	RplJ	RplJ	RpsE	RpsE	224308.BSU01040/224308.BSU01330
BSU_01040	BSU_01110	experimental	string-db	RplJ	RplJ	RpsG	RpsG	224308.BSU01040/224308.BSU01110
BSU_01040	BSU_01250	experimental	string-db	RplJ	RplJ	RpsQ	RpsQ	224308.BSU01040/224308.BSU01250
BSU_01040	BSU_15820	experimental	string-db	RplJ	RplJ	RpmB	RpmB	224308.BSU01040/224308.BSU15820
BSU_01040	BSU_40500	experimental	string-db	RplJ	RplJ	RplI	RplI	224308.BSU01040/224308.BSU40500
BSU_01040	BSU_01490	experimental	string-db	RplJ	RplJ	RplM	RplM	224308.BSU01040/224308.BSU01490
BSU_01040	BSU_27960	experimental	string-db	RplJ	RplJ	RplU	RplU	224308.BSU01040/224308.BSU27960
BSU_01040	BSU_01260	experimental	string-db	RplJ	RplJ	RplN	RplNA	224308.BSU01040/224308.BSU01260
BSU_01040	BSU_01260	experimental	string-db	RplJ	RplJ	RplN	RplNA	224308.BSU01040/224308.BSU01260
BSU_01040	BSU_01340	experimental	string-db	RplJ	RplJ	RpmD	RpmD	224308.BSU01040/224308.BSU01340
BSU_01040	BSU_16490	experimental	string-db	RplJ	RplJ	RpsB	RpsB	224308.BSU01040/224308.BSU16490
BSU_01040	BSU_00950	experimental	string-db	RplJ	RplJ	MrnC	MrnC	224308.BSU01040/224308.BSU00950
BSU_01040	BSU_01190	experimental	string-db	RplJ	RplJ	RplB	RplB	224308.BSU01040/224308.BSU01190
BSU_01040	BSU_01210	experimental	string-db	RplJ	RplJ	RplV	RplV	224308.BSU01040/224308.BSU01210
BSU_01040	BSU_01020	experimental	string-db	RplJ	RplJ	RplK	RplK	224308.BSU01040/224308.BSU01020
BSU_01040	BSU_25550	experimental	string-db	RplJ	RplJ	RpsT	RpsT	224308.BSU01040/224308.BSU25550
BSU_01040	BSU_01420	experimental	string-db	RplJ	RplJ	RpsK	RpsK	224308.BSU01040/224308.BSU01420
BSU_01040	BSU_01200	experimental	string-db	RplJ	RplJ	RpsS	RpsS	224308.BSU01040/224308.BSU01200
BSU_01040	BSU_01400	experimental	string-db	RplJ	RplJ	RpmJ	RpmJ	224308.BSU01040/224308.BSU01400
BSU_01040	BSU_01150	experimental	string-db	RplJ	RplJ	RpsJ	RpsJ	224308.BSU01040/224308.BSU01150
BSU_01040	BSU_29660	experimental	string-db	RplJ	RplJ	RpsD	RpsD	224308.BSU01040/224308.BSU29660
BSU_01040	BSU_00590	experimental	string-db	RplJ	RplJ	RqcP	HslR	224308.BSU01040/224308.BSU00590
BSU_01040	BSU_37070	experimental	string-db	RplJ	RplJ	RpmE	RpmEA	224308.BSU01040/224308.BSU37070
